측정시간,로트번호,설비번호,공정명,온도_섭씨,압력_Pa,진공도_mTorr,두께_nm,진동_mm_s,냉각수온도_섭씨,습도_pct,합격여부
2024-04-15 17:00,LOT-0479,EQ-01,산화,300.7,1008.6,4.98,98.42,0.55,21.09,42.8,1
2024-04-15 18:00,LOT-0371,EQ-03,세정,298.5,1012.4,4.37,98.93,0.453,20.13,47.7,1
2024-04-15 20:00,LOT-0067,EQ-01,포토,299.8,1018.3,4.08,99.01,0.49,19.58,44.5,1
2024-04-16 05:00,LOT-0557,EQ-04,식각,298.9,1032.1,5.15,99.65,0.497,17.39,39.2,1
2024-04-16 07:00,LOT-0528,EQ-01,세정,293.3,1016.6,5.15,99.24,0.492,18.51,43.8,1
2024-04-16 08:00,LOT-0285,EQ-01,포토,295.8,1005.2,5.12,97.62,0.48,19.28,47.7,1
2024-04-16 22:00,LOT-0546,EQ-04,세정,294.9,1007.2,4.54,99.94,0.45,18.48,42.8,1
2024-04-17 00:00,LOT-0210,EQ-03,세정,293.7,1021.1,4.57,95.57,0.533,21.23,47.3,1
2024-04-17 14:00,LOT-0357,EQ-03,식각,295.0,997.2,4.23,97.58,0.5,21.57,39.2,-1
2024-04-17 21:00,LOT-0377,EQ-02,산화,293.1,1021.5,4.33,99.01,0.678,18.99,49.1,1
2024-04-17 22:00,LOT-0377,EQ-03,식각,301.6,1015.3,5.09,96.29,0.532,18.61,42.3,1
2024-04-18 01:00,LOT-0728,EQ-02,증착,301.1,1013.3,5.0,106.0,0.71,20.11,43.5,-1
2024-04-18 03:00,LOT-0037,EQ-03,식각,310.3,1015.2,5.71,102.57,0.523,19.5,46.8,1
2024-04-18 09:00,LOT-0683,EQ-04,세정,301.7,1001.0,5.06,102.54,0.485,21.14,42.1,1
2024-04-18 15:00,LOT-0744,EQ-03,세정,299.0,1009.0,4.8,97.52,0.441,19.17,41.6,1
2024-04-19 07:00,LOT-0361,EQ-03,증착,299.1,1019.8,4.65,98.73,0.499,19.09,49.1,1
2024-04-19 09:00,LOT-0825,EQ-01,산화,298.7,1015.2,4.71,99.76,0.493,18.74,51.1,1
2024-04-19 10:00,LOT-0763,EQ-04,증착,293.4,1013.0,4.56,97.4,0.496,18.28,47.4,1
2024-04-20 01:00,LOT-0529,EQ-04,산화,306.1,1004.8,5.02,101.4,0.507,21.12,40.2,1
2024-04-20 13:00,LOT-0192,EQ-01,포토,305.2,1010.4,5.82,106.25,0.591,22.22,38.3,1
2024-04-21 00:00,LOT-0356,EQ-02,포토,298.1,1010.3,4.89,99.16,0.637,19.59,46.5,1
2024-04-21 11:00,LOT-0451,EQ-01,증착,301.9,1010.3,4.95,99.73,0.51,21.08,51.5,1
2024-04-21 22:00,LOT-0870,EQ-02,포토,297.8,1009.5,5.13,99.62,0.653,19.52,48.7,1
2024-04-21 23:00,LOT-0461,EQ-02,식각,298.8,999.3,4.75,102.25,0.726,21.34,46.4,1
2024-04-22 11:00,LOT-0670,EQ-01,포토,297.9,1010.2,4.63,97.91,0.517,20.44,41.5,1
2024-04-22 12:00,LOT-0661,EQ-03,산화,304.0,1017.4,4.87,101.45,0.5,19.36,46.4,1
2024-04-22 17:00,LOT-0157,EQ-04,산화,305.4,1011.6,5.75,105.55,0.431,19.95,46.7,1
2024-04-22 18:00,LOT-0779,EQ-03,세정,295.0,1011.2,4.76,100.27,0.533,20.3,45.4,1
2024-04-22 20:00,LOT-0325,EQ-02,세정,302.1,1016.0,4.49,101.62,0.664,21.73,42.9,1
2024-04-22 23:00,LOT-0289,EQ-04,포토,308.0,1007.6,5.22,105.74,0.49,20.04,42.8,1
2024-04-23 00:00,LOT-0774,EQ-01,산화,299.6,1015.6,4.59,100.43,0.47,19.86,48.4,1
2024-04-23 09:00,LOT-0769,EQ-04,식각,293.7,1018.9,4.51,96.37,0.458,20.01,45.5,1
2024-04-23 12:00,LOT-0601,EQ-03,산화,297.8,1024.5,5.38,97.21,0.545,19.38,42.4,1
2024-04-23 13:00,LOT-0649,EQ-03,세정,301.2,1019.1,5.09,102.54,0.538,20.54,47.8,1
2024-04-23 20:00,LOT-0612,EQ-04,산화,300.2,1008.8,5.26,101.51,0.483,18.55,44.1,1
2024-04-24 01:00,LOT-0819,EQ-04,포토,302.2,1010.7,5.28,101.28,0.503,18.87,44.8,1
2024-04-24 07:00,LOT-0532,EQ-01,식각,307.6,1003.6,4.9,102.85,0.513,19.56,44.8,1
2024-04-24 15:00,LOT-0665,EQ-03,산화,298.8,1003.4,4.6,100.36,0.476,18.36,48.2,1
2024-04-24 20:00,LOT-0091,EQ-04,포토,303.6,1007.4,5.08,105.47,0.48,20.17,44.0,1
2024-04-24 22:00,LOT-0088,EQ-01,포토,297.4,1004.7,4.77,98.6,0.541,19.5,48.1,-1
2024-04-25 03:00,LOT-0414,EQ-01,세정,295.9,1031.5,5.08,98.94,0.502,19.61,40.5,1
2024-04-25 09:00,LOT-0700,EQ-03,산화,296.4,1004.5,4.84,99.5,0.439,19.07,45.3,1
2024-04-25 11:00,LOT-0792,EQ-03,포토,301.0,1014.4,5.28,101.61,0.486,21.28,45.9,1
2024-04-26 06:00,LOT-0252,EQ-04,산화,302.3,1006.8,4.85,101.24,0.506,19.39,45.0,1
2024-04-26 08:00,LOT-0477,EQ-02,증착,294.1,1025.5,4.93,96.8,0.662,18.46,49.3,1
2024-04-26 13:00,LOT-0640,EQ-01,식각,299.6,1013.9,4.71,100.65,0.512,19.46,45.7,1
2024-04-26 22:00,LOT-0452,EQ-02,식각,295.1,1017.3,4.58,100.7,0.662,20.15,44.4,1
2024-04-27 00:00,LOT-0304,EQ-02,식각,305.2,1010.7,5.17,101.38,0.744,18.78,34.7,1
2024-04-27 04:00,LOT-0454,EQ-02,증착,301.7,1027.5,4.72,98.9,0.626,19.92,44.8,1
2024-04-27 05:00,LOT-0252,EQ-02,산화,301.3,1016.0,6.05,101.93,0.684,19.13,40.9,1
2024-04-27 08:00,LOT-0885,EQ-01,포토,297.0,1011.1,4.4,96.12,0.569,18.8,45.7,1
2024-04-27 16:00,LOT-0181,EQ-04,식각,305.4,1009.5,4.39,103.3,0.546,19.62,43.1,-1
2024-04-28 01:00,LOT-0292,EQ-01,세정,306.0,1017.3,4.87,106.21,0.538,18.63,47.5,1
2024-04-28 03:00,LOT-0655,EQ-03,세정,296.3,1012.8,4.81,97.28,0.601,19.89,48.0,-1
2024-04-28 05:00,LOT-0077,EQ-04,세정,296.1,1006.5,5.55,100.46,0.415,21.6,44.3,-1
2024-04-28 13:00,LOT-0442,EQ-04,증착,304.5,1023.7,5.61,101.74,0.506,18.55,47.0,1
2024-04-28 22:00,LOT-0558,EQ-03,산화,300.7,1021.4,4.82,99.45,0.536,19.41,37.9,1
2024-04-29 00:00,LOT-0603,EQ-01,포토,293.6,1024.7,5.41,96.38,0.46,19.3,48.4,-1
2024-04-29 01:00,LOT-0080,EQ-02,포토,295.7,1017.6,5.16,97.71,0.712,21.22,41.6,1
2024-04-29 05:00,LOT-0351,EQ-02,세정,302.0,1006.5,4.86,100.38,0.579,18.6,47.4,1
2024-04-29 08:00,LOT-0853,EQ-01,포토,295.0,1013.1,5.98,98.55,0.503,19.29,48.1,-1
2024-04-29 17:00,LOT-0301,EQ-04,식각,300.9,1010.1,4.79,101.91,0.514,19.82,49.7,1
2024-04-30 05:00,LOT-0623,EQ-02,증착,304.6,1005.4,4.72,98.38,0.615,19.58,41.8,1
2024-04-30 13:00,LOT-0819,EQ-04,세정,297.4,1030.2,4.87,100.73,0.521,18.97,42.3,1
2024-04-30 19:00,LOT-0030,EQ-03,증착,298.7,1007.6,5.2,99.91,0.496,21.06,48.2,1
2024-04-30 20:00,LOT-0763,EQ-03,식각,296.0,1007.3,5.06,99.3,0.523,20.67,42.8,1
2024-04-30 21:00,LOT-0234,EQ-02,산화,301.2,997.2,5.34,98.89,0.755,19.74,44.4,1
2024-04-30 23:00,LOT-0067,EQ-01,증착,303.7,1023.8,4.52,105.31,0.473,21.42,41.3,1
2024-05-01 02:00,LOT-0276,EQ-01,세정,297.9,1016.4,5.51,97.78,0.448,19.32,41.1,-1
2024-05-01 03:00,LOT-0522,EQ-02,세정,308.6,1016.1,4.96,103.72,0.642,19.05,43.2,1
2024-05-01 17:00,LOT-0570,EQ-02,세정,296.8,1012.0,4.79,98.52,0.766,19.88,47.1,1
2024-05-02 00:00,LOT-0882,EQ-03,증착,300.1,1020.8,4.72,102.53,0.563,19.67,40.3,1
2024-05-02 09:00,LOT-0691,EQ-01,산화,299.3,1021.3,4.85,98.04,0.464,20.5,41.2,1
2024-05-02 11:00,LOT-0889,EQ-04,세정,303.5,1008.0,4.95,100.78,0.589,19.84,43.1,1
2024-05-02 13:00,LOT-0875,EQ-01,증착,302.8,999.0,4.74,102.83,0.464,19.5,45.6,1
2024-05-02 14:00,LOT-0733,EQ-03,산화,302.2,1015.5,5.25,102.74,0.471,19.47,42.8,-1
2024-05-02 20:00,LOT-0776,EQ-01,세정,301.0,1009.7,4.92,100.11,0.499,18.83,41.8,1
2024-05-03 08:00,LOT-0496,EQ-01,포토,302.3,1013.4,4.96,98.92,0.506,19.39,46.3,1
2024-05-03 10:00,LOT-0252,EQ-01,세정,292.0,1016.7,5.57,94.98,0.51,20.78,43.7,1
2024-05-03 20:00,LOT-0247,EQ-03,포토,296.1,1015.1,4.69,100.19,0.501,21.14,44.1,1
2024-05-04 15:00,LOT-0159,EQ-01,식각,301.4,1014.6,5.2,98.12,0.495,19.98,50.3,1
2024-05-04 16:00,LOT-0706,EQ-01,증착,302.7,1018.1,5.63,100.0,0.521,20.2,42.7,-1
2024-05-04 20:00,LOT-0534,EQ-02,증착,303.0,1020.0,5.47,102.27,0.671,20.85,44.9,1
2024-05-05 07:00,LOT-0718,EQ-01,세정,299.7,1016.3,4.61,101.72,0.441,20.73,45.4,1
2024-05-05 18:00,LOT-0785,EQ-01,증착,301.0,1013.3,5.07,99.89,0.509,20.64,47.0,1
2024-05-05 19:00,LOT-0893,EQ-03,식각,301.3,1000.9,5.05,98.5,0.497,18.34,43.3,1
2024-05-06 02:00,LOT-0854,EQ-03,산화,302.6,1024.2,5.42,101.94,0.558,21.02,48.4,1
2024-05-06 12:00,LOT-0450,EQ-01,세정,303.1,1004.8,4.41,99.78,0.529,20.31,47.7,1
2024-05-06 17:00,LOT-0392,EQ-03,포토,300.0,1018.9,4.56,98.73,0.522,18.88,45.5,1
2024-05-06 21:00,LOT-0143,EQ-04,식각,294.6,1005.6,5.16,97.19,0.509,20.11,44.9,1
2024-05-07 14:00,LOT-0122,EQ-03,식각,300.1,1014.4,4.65,100.05,0.544,18.12,43.3,1
2024-05-08 12:00,LOT-0442,EQ-02,포토,300.7,1022.2,4.96,101.47,0.679,19.19,42.1,1
2024-05-08 14:00,LOT-0325,EQ-04,세정,303.7,1006.0,5.1,101.7,0.517,19.94,42.6,1
2024-05-08 18:00,LOT-0222,EQ-04,식각,302.4,1004.0,3.94,99.12,0.402,20.75,48.4,1
2024-05-09 01:00,LOT-0596,EQ-03,포토,299.5,1005.8,5.33,99.53,0.55,20.15,44.7,1
2024-05-09 04:00,LOT-0600,EQ-04,산화,298.5,1015.8,4.71,99.83,0.499,21.73,42.7,1
2024-05-09 06:00,LOT-0876,EQ-03,식각,305.8,1014.6,5.13,99.47,0.529,22.02,45.3,1
2024-05-09 09:00,LOT-0250,EQ-03,증착,295.6,1016.8,5.12,97.81,0.455,23.47,41.1,-1
2024-05-09 18:00,LOT-0484,EQ-04,포토,297.3,1017.3,5.82,93.78,0.502,23.14,48.7,1
2024-05-09 20:00,LOT-0084,EQ-02,산화,306.8,993.3,4.92,104.02,0.697,24.18,49.5,1
2024-05-10 00:00,LOT-0582,EQ-03,증착,297.1,1019.5,4.79,96.19,0.52,23.23,42.2,1
2024-05-10 01:00,LOT-0134,EQ-02,포토,308.9,1012.1,5.13,103.25,0.674,24.1,47.7,1
2024-05-10 17:00,LOT-0411,EQ-03,증착,301.2,1006.6,5.1,96.73,0.541,21.97,43.2,1
2024-05-10 22:00,LOT-0710,EQ-01,식각,301.6,1000.4,5.2,100.2,0.489,19.66,43.1,1
2024-05-11 03:00,LOT-0349,EQ-03,포토,302.6,1018.3,5.37,98.43,0.573,20.0,47.1,1
2024-05-11 05:00,LOT-0193,EQ-04,증착,297.5,1021.9,4.92,98.88,0.516,20.69,43.0,1
2024-05-11 07:00,LOT-0320,EQ-03,포토,298.9,1021.9,5.4,102.28,0.506,18.55,44.6,1
2024-05-11 13:00,LOT-0057,EQ-04,산화,300.9,1009.8,5.16,103.74,0.538,19.95,38.8,1
2024-05-11 21:00,LOT-0227,EQ-03,세정,298.8,1005.3,4.63,100.08,0.508,19.71,44.7,1
2024-05-12 02:00,LOT-0247,EQ-01,포토,297.9,1009.6,4.82,99.09,0.517,21.1,46.0,1
2024-05-12 03:00,LOT-0204,EQ-03,포토,298.4,1013.3,4.61,98.19,0.535,19.48,43.5,1
2024-05-12 08:00,LOT-0389,EQ-04,증착,299.5,1015.8,5.01,97.4,0.503,21.54,45.1,1
2024-05-12 12:00,LOT-0025,EQ-01,증착,296.4,1010.6,4.73,95.4,0.46,19.47,51.0,1
2024-05-12 16:00,LOT-0030,EQ-03,산화,301.5,1012.2,5.55,100.1,0.479,20.0,45.3,1
2024-05-12 22:00,LOT-0825,EQ-04,산화,303.6,1023.2,5.48,102.41,0.495,19.72,44.0,1
2024-05-13 00:00,LOT-0858,EQ-01,세정,294.0,1007.2,4.51,97.71,0.477,20.17,45.7,1
2024-05-13 08:00,LOT-0571,EQ-01,세정,301.1,1004.2,5.23,101.13,0.474,20.25,44.0,1
2024-05-13 13:00,LOT-0395,EQ-04,산화,300.4,988.8,5.59,97.49,0.457,19.53,48.5,1
2024-05-13 17:00,LOT-0377,EQ-04,세정,303.0,1021.7,5.34,102.49,0.482,19.5,44.0,1
2024-05-13 19:00,LOT-0080,EQ-03,식각,303.4,1021.6,4.82,100.24,0.415,20.91,46.2,1
2024-05-14 02:00,LOT-0155,EQ-04,포토,302.1,1001.0,5.1,100.4,0.454,18.9,44.6,1
2024-05-14 07:00,LOT-0884,EQ-01,증착,294.5,1015.1,4.99,103.06,0.539,22.77,45.3,1
2024-05-14 16:00,LOT-0869,EQ-04,증착,301.5,1008.3,5.81,99.79,0.462,18.51,45.8,1
2024-05-15 02:00,LOT-0267,EQ-02,포토,299.9,999.7,4.85,102.09,0.669,18.55,46.0,1
2024-05-15 13:00,LOT-0571,EQ-01,포토,298.5,1006.7,4.9,100.36,0.497,19.92,45.7,1
2024-05-15 14:00,LOT-0429,EQ-03,증착,299.9,1012.7,4.8,95.59,0.515,18.34,46.0,1
2024-05-15 15:00,LOT-0255,EQ-01,세정,302.7,1008.6,5.3,99.09,0.474,19.79,42.8,1
2024-05-15 21:00,LOT-0793,EQ-03,포토,301.3,1012.9,4.41,97.41,0.488,20.35,44.1,1
2024-05-16 07:00,LOT-0422,EQ-04,세정,303.8,1007.4,4.78,102.26,0.538,20.55,46.0,1
2024-05-16 11:00,LOT-0291,EQ-04,식각,300.2,1003.5,5.06,100.13,0.469,19.22,46.6,1
2024-05-16 18:00,LOT-0088,EQ-03,증착,301.9,1007.8,4.85,99.57,0.495,21.43,39.7,1
2024-05-16 21:00,LOT-0249,EQ-02,식각,308.2,1026.7,5.07,102.77,0.738,19.92,44.5,1
2024-05-16 23:00,LOT-0028,EQ-02,포토,301.4,1009.4,5.01,96.57,0.573,19.07,47.8,1
2024-05-17 00:00,LOT-0104,EQ-03,산화,297.6,1015.9,5.15,96.52,0.466,20.61,41.9,1
2024-05-17 02:00,LOT-0420,EQ-04,세정,300.7,1003.5,4.48,100.06,0.533,18.13,45.5,1
2024-05-17 04:00,LOT-0707,EQ-04,식각,297.7,1004.5,5.25,97.72,0.484,17.93,47.4,1
2024-05-17 05:00,LOT-0796,EQ-04,증착,298.5,1015.9,4.45,96.51,0.418,20.05,46.9,1
2024-05-17 07:00,LOT-0810,EQ-04,산화,298.6,1011.7,4.61,98.85,0.473,20.78,38.2,1
2024-05-17 09:00,LOT-0381,EQ-02,세정,299.5,1014.0,4.97,98.72,0.661,22.07,44.1,1
2024-05-17 14:00,LOT-0667,EQ-03,증착,301.7,1019.0,4.42,103.5,0.503,18.12,48.8,-1
2024-05-17 19:00,LOT-0055,EQ-01,증착,296.0,1029.6,5.21,99.59,0.48,17.79,39.4,1
2024-05-17 22:00,LOT-0493,EQ-02,세정,301.2,1035.7,5.38,101.55,0.66,19.3,50.7,1
2024-05-18 12:00,LOT-0677,EQ-02,식각,305.9,1008.4,5.27,102.63,0.612,19.39,48.5,1
2024-05-18 14:00,LOT-0086,EQ-03,세정,302.0,1002.0,4.4,100.65,0.503,20.74,47.2,1
2024-05-18 21:00,LOT-0176,EQ-04,증착,302.0,1029.2,4.34,103.11,0.558,19.65,43.5,1
2024-05-19 02:00,LOT-0350,EQ-03,산화,297.6,1011.0,5.5,102.33,0.465,20.25,43.1,1
2024-05-19 07:00,LOT-0531,EQ-01,세정,293.7,1009.7,4.2,94.72,0.57,19.4,45.4,1
2024-05-19 10:00,LOT-0692,EQ-04,식각,300.2,1010.8,4.98,101.96,0.435,20.75,44.5,1
2024-05-19 15:00,LOT-0471,EQ-02,포토,301.1,1011.7,4.9,101.71,0.715,19.21,48.4,1
2024-05-19 17:00,LOT-0715,EQ-04,포토,295.8,994.4,5.04,100.39,0.528,17.97,45.8,-1
2024-05-19 18:00,LOT-0594,EQ-02,포토,297.9,1016.7,4.68,100.3,0.785,19.85,45.5,1
2024-05-19 23:00,LOT-0243,EQ-01,포토,308.8,1015.9,5.18,106.41,0.537,19.73,49.5,1
2024-05-20 11:00,LOT-0562,EQ-01,세정,299.9,1013.1,4.69,98.37,0.49,20.48,43.2,1
2024-05-20 12:00,LOT-0401,EQ-02,식각,292.7,1007.5,5.05,95.63,0.744,20.61,45.9,1
2024-05-20 22:00,LOT-0193,EQ-02,산화,303.3,1018.7,4.82,103.83,0.779,18.81,42.3,1
2024-05-20 23:00,LOT-0824,EQ-03,산화,302.1,1018.7,5.49,102.31,0.505,20.15,41.6,1
2024-05-21 08:00,LOT-0242,EQ-02,세정,298.3,1028.6,4.87,96.71,0.662,19.79,44.2,1
2024-05-21 22:00,LOT-0634,EQ-03,산화,300.5,1025.6,4.65,100.41,0.548,20.4,48.2,1
2024-05-22 02:00,LOT-0674,EQ-01,증착,302.2,1019.2,5.37,98.61,0.514,21.85,50.7,1
2024-05-22 10:00,LOT-0875,EQ-02,포토,300.0,1016.7,4.71,101.83,0.73,20.5,45.8,1
2024-05-22 17:00,LOT-0853,EQ-03,세정,308.2,1015.5,5.22,102.75,0.544,18.76,46.6,1
2024-05-22 23:00,LOT-0180,EQ-04,증착,310.1,1021.2,4.49,104.43,0.43,18.68,54.7,1
2024-05-23 03:00,LOT-0131,EQ-01,산화,310.6,1031.9,4.88,106.37,0.541,20.58,48.8,1
2024-05-23 06:00,LOT-0803,EQ-01,증착,300.8,1024.4,4.82,102.01,0.591,18.89,46.8,1
2024-05-23 20:00,LOT-0863,EQ-02,포토,298.2,1024.0,4.25,98.55,0.619,21.15,41.4,1
2024-05-23 22:00,LOT-0263,EQ-01,산화,303.9,1004.7,5.79,97.05,0.555,19.65,46.7,1
2024-05-23 23:00,LOT-0669,EQ-03,식각,294.8,1007.8,5.22,95.55,0.454,21.09,45.4,1
2024-05-24 02:00,LOT-0863,EQ-04,산화,303.9,1008.5,4.88,100.09,0.5,21.09,46.0,1
2024-05-24 03:00,LOT-0731,EQ-03,증착,300.9,1015.9,4.9,102.96,0.464,20.38,41.4,1
2024-05-24 04:00,LOT-0272,EQ-04,세정,302.5,1010.1,4.74,102.99,0.576,19.69,47.2,1
2024-05-24 07:00,LOT-0520,EQ-04,증착,302.6,1018.4,5.17,103.17,0.505,17.59,41.5,1
2024-05-24 09:00,LOT-0631,EQ-03,산화,302.1,1012.6,4.87,97.85,0.548,20.36,43.0,1
2024-05-24 15:00,LOT-0895,EQ-04,산화,294.7,1003.8,5.04,97.28,0.43,20.33,44.9,1
2024-05-24 16:00,LOT-0867,EQ-02,산화,294.5,1009.6,5.07,97.16,0.526,20.84,45.4,1
2024-05-24 17:00,LOT-0476,EQ-02,증착,301.9,993.0,5.01,99.61,0.52,21.53,43.6,1
2024-05-24 20:00,LOT-0197,EQ-03,증착,299.6,1006.7,4.95,102.06,0.416,19.62,44.5,1
2024-05-25 09:00,LOT-0613,EQ-03,산화,294.9,1012.0,4.94,97.27,0.481,19.8,44.4,1
2024-05-25 11:00,LOT-0672,EQ-01,포토,297.5,1019.7,5.85,102.23,0.557,19.3,39.2,1
2024-05-25 12:00,LOT-0236,EQ-02,세정,301.8,1010.1,5.51,102.22,0.543,20.19,46.5,1
2024-05-25 13:00,LOT-0473,EQ-02,세정,304.2,1015.5,4.74,103.91,0.874,19.04,51.8,1
2024-05-25 16:00,LOT-0507,EQ-04,세정,299.0,1009.5,4.93,101.74,0.523,17.83,47.8,1
2024-05-25 18:00,LOT-0196,EQ-03,증착,295.5,1027.1,5.24,96.07,0.483,19.61,51.5,1
2024-05-26 02:00,LOT-0737,EQ-01,증착,301.6,1020.1,5.67,100.01,0.537,22.61,41.8,1
2024-05-26 08:00,LOT-0645,EQ-04,세정,304.9,1032.4,4.85,100.0,0.449,20.24,47.4,1
2024-05-26 13:00,LOT-0407,EQ-04,세정,299.1,1015.7,4.93,100.64,0.56,21.37,38.0,-1
2024-05-26 15:00,LOT-0110,EQ-03,포토,303.9,1026.4,5.47,101.04,0.488,23.37,43.9,1
2024-05-26 20:00,LOT-0290,EQ-04,식각,302.7,1014.9,4.83,96.85,0.494,25.98,47.4,1
2024-05-27 14:00,LOT-0097,EQ-03,증착,307.0,1016.4,5.23,102.06,0.486,25.35,48.0,1
2024-05-27 15:00,LOT-0878,EQ-03,산화,298.4,1003.2,5.26,99.11,0.535,20.09,46.9,1
2024-05-27 17:00,LOT-0552,EQ-01,세정,289.8,1012.9,4.94,95.1,0.389,20.14,48.2,1
2024-05-27 20:00,LOT-0457,EQ-04,증착,301.3,1005.0,5.16,96.03,0.534,19.38,43.8,1
2024-05-27 21:00,LOT-0429,EQ-02,식각,304.9,1015.6,4.5,104.29,0.683,19.89,39.8,1
2024-05-28 00:00,LOT-0372,EQ-04,포토,299.9,1022.2,4.6,102.36,0.498,19.76,48.0,1
2024-05-28 05:00,LOT-0167,EQ-01,포토,308.3,1016.3,4.91,105.36,0.478,20.43,45.8,1
2024-05-28 06:00,LOT-0566,EQ-01,산화,301.0,999.9,4.61,101.89,0.518,20.92,47.3,1
2024-05-28 07:00,LOT-0514,EQ-04,포토,299.5,995.6,4.98,101.63,0.409,20.14,43.2,1
2024-05-28 09:00,LOT-0340,EQ-02,산화,300.0,1017.6,5.43,97.25,0.837,19.91,50.1,1
2024-05-28 19:00,LOT-0537,EQ-02,식각,300.2,1000.0,4.86,98.51,0.579,18.84,47.1,1
2024-05-28 22:00,LOT-0265,EQ-02,세정,303.1,1012.6,5.45,99.13,0.604,19.22,42.2,1
2024-05-29 03:00,LOT-0441,EQ-03,식각,299.6,1014.0,5.2,101.62,0.522,20.1,46.5,1
2024-05-29 05:00,LOT-0745,EQ-01,산화,291.9,1006.1,5.52,95.51,0.552,20.93,41.6,1
2024-05-29 08:00,LOT-0326,EQ-02,포토,303.4,1015.3,4.53,100.02,0.639,18.93,45.0,1
2024-05-29 12:00,LOT-0882,EQ-04,증착,297.9,1010.3,4.76,100.96,0.506,19.43,46.1,1
2024-05-29 17:00,LOT-0469,EQ-04,세정,295.6,1024.8,5.08,100.8,0.437,19.21,42.6,1
2024-05-29 18:00,LOT-0147,EQ-04,세정,301.9,1009.7,4.81,99.22,0.468,19.52,45.6,1
2024-05-30 07:00,LOT-0309,EQ-01,증착,298.6,1014.2,5.18,98.97,0.503,21.01,44.9,1
2024-05-30 09:00,LOT-0311,EQ-01,증착,298.4,996.4,5.07,96.79,0.488,19.18,42.0,1
2024-05-30 15:00,LOT-0557,EQ-02,산화,293.6,1000.1,5.06,97.94,0.776,20.62,42.6,1
2024-05-30 20:00,LOT-0459,EQ-02,증착,302.5,1006.3,4.85,102.65,0.693,19.96,47.7,1
2024-05-30 21:00,LOT-0700,EQ-01,산화,300.4,1012.9,5.16,99.44,0.451,19.32,44.3,-1
2024-05-31 12:00,LOT-0077,EQ-01,식각,306.1,1010.9,5.24,101.56,0.546,20.7,40.2,1
2024-05-31 14:00,LOT-0283,EQ-03,포토,301.9,1009.1,5.22,103.09,0.519,19.82,46.9,1
