SensorTime,Sensor59,Sensor103,Sensor510,Sensor348,Sensor431,Sensor434,Sensor430,Sensor435,Sensor21,Sensor28,Sensor436,Sensor129,Sensor210,Sensor298,Sensor163,Pass_Fail
2008-08-21 23:53:00,7.392,-0.007,53.963,0.029,16.381,11.813,73.077,2.514,-4778.5,69.111,2.722,-0.284,0.109,0.07,0.152,-1
2008-08-21 23:57:00,4.802,-0.009,29.388,0.026,16.946,9.823,15.886,4.919,-6408.25,67.878,2.842,-0.284,0.11,0.044,0.097,-1
2008-08-22 00:43:00,-7.416,-0.011,39.551,0.018,40.625,8.707,30.808,4.077,-5631.75,69.122,2.447,0.426,0.061,0.051,0.113,-1
2008-08-22 00:44:00,0.094,-0.006,48.0,0.032,20.178,13.846,29.242,5.211,-6894.25,69.311,4.372,-0.284,0.098,0.06,0.136,-1
2008-08-22 00:47:00,8.907,-0.008,35.783,0.027,13.478,5.528,30.935,5.826,-6203.25,66.656,2.022,-0.284,0.088,0.032,0.07,-1
2008-08-22 01:04:00,5.047,-0.01,48.105,0.047,8.634,5.047,4.808,4.363,-4929.5,70.644,1.301,0.426,0.177,0.03,0.066,1
2008-08-22 01:26:00,26.154,-0.008,45.258,0.028,21.073,11.077,3.904,4.03,-6250.25,64.722,3.937,-0.284,0.123,0.049,0.107,-1
2008-08-22 01:27:00,-2.997,-0.007,51.337,0.022,22.598,13.078,2.476,4.028,-6382.0,69.689,2.5,-0.236,0.09,0.053,0.13,-1
2008-08-22 01:54:00,-5.647,-0.012,26.834,0.025,108.446,16.107,15.211,1.83,-5226.5,68.3,1.236,0.236,0.103,0.088,0.211,-1
2008-08-22 02:01:00,-1.218,-0.006,54.369,0.034,17.633,8.342,5.584,3.197,-6411.75,69.011,2.629,-0.236,0.116,0.036,0.082,-1
2008-08-22 02:25:00,1.226,-0.012,55.061,0.027,19.179,7.71,14.78,5.294,-5453.5,68.189,4.245,-0.284,0.094,0.048,0.099,-1
2008-08-22 02:52:00,2.836,-0.011,52.398,0.043,16.653,10.214,10.282,4.19,-6487.25,68.556,3.762,-0.284,0.168,0.043,0.1,-1
2008-08-22 03:18:00,5.907,-0.005,85.791,0.032,21.765,9.613,5.646,4.384,-6465.0,68.333,1.234,-0.047,0.101,0.04,0.095,-1
2008-08-22 03:58:00,4.503,-0.006,54.03,0.028,12.174,5.618,11.053,8.164,-5220.25,67.678,2.516,-0.284,0.11,0.032,0.074,-1
2008-08-22 04:40:00,3.259,-0.012,49.372,0.026,23.007,12.745,5.922,4.531,-6400.25,65.689,4.819,-0.047,0.091,0.052,0.125,-1
2008-08-22 04:57:00,4.151,-0.004,122.727,0.028,19.804,17.164,8.192,9.023,-5566.75,67.056,2.037,0.236,0.088,0.094,0.223,-1
2008-08-22 05:21:00,4.456,-0.011,59.358,0.029,8.659,5.929,3.536,4.938,-5655.25,67.189,2.76,-0.047,0.128,0.036,0.078,-1
2008-08-22 05:31:00,0.459,-0.005,86.956,0.034,20.911,7.083,5.045,2.358,-6501.5,67.767,4.991,-0.284,0.133,0.031,0.07,-1
2008-08-22 05:32:00,-1.077,-0.011,19.858,0.034,12.146,7.447,4.442,3.648,-5583.25,60.067,0.529,-0.284,0.136,0.049,0.097,-1
2008-08-22 06:00:00,10.996,-0.008,64.62,0.031,17.36,6.216,14.006,4.632,-5633.25,67.489,1.157,-0.047,0.099,0.036,0.079,1
2008-08-22 07:04:00,2.006,-0.014,20.851,0.013,20.945,10.709,4.382,3.773,-6572.75,67.089,3.546,-0.236,0.05,0.044,0.105,-1
2008-08-22 07:17:00,18.4,-0.01,26.766,0.026,20.494,14.155,5.167,4.259,-6271.0,67.889,3.451,0.236,0.109,0.058,0.139,-1
2008-08-22 07:27:00,0.304,-0.014,46.929,0.019,18.305,7.682,6.886,3.534,-6259.5,68.944,2.694,-0.284,0.061,0.031,0.074,-1
2008-08-22 09:29:00,22.764,-0.008,35.583,0.043,21.87,14.522,5.36,6.432,-6418.25,65.578,4.187,-0.284,0.152,0.06,0.147,-1
2008-08-22 09:29:00,6.153,-0.013,54.879,0.018,16.609,4.11,12.283,2.298,-5487.25,68.611,3.361,-0.236,0.064,0.023,0.054,-1
2008-08-22 10:01:00,20.263,-0.008,41.916,0.069,16.568,10.272,4.743,4.131,-6282.5,67.367,1.442,0.236,0.228,0.044,0.102,-1
2008-08-22 10:18:00,-3.09,-0.013,46.565,0.023,9.537,4.316,14.672,4.28,-5595.75,67.244,3.861,-0.284,0.074,0.03,0.056,-1
2008-08-22 10:47:00,1.986,-0.012,39.344,0.017,13.618,7.908,4.673,3.496,-5349.75,68.389,0.755,-0.236,0.062,0.044,0.102,-1
2008-08-22 11:32:00,8.302,-0.01,37.852,0.015,15.515,9.919,7.854,3.907,-5679.0,68.178,2.94,-0.236,0.052,0.055,0.126,-1
2008-08-22 12:13:00,2.996,-0.011,51.441,0.016,22.84,12.946,6.404,4.252,-6449.25,59.4,4.327,-0.047,0.049,0.056,0.127,-1
2008-08-22 12:37:00,4.564,-0.007,64.112,0.052,11.686,6.329,17.423,6.738,-5469.75,66.3,2.922,-0.236,0.197,0.036,0.083,-1
2008-08-22 12:42:00,1.14,-0.013,58.891,0.016,12.286,7.16,13.033,4.644,-5532.25,67.278,4.067,-0.236,0.051,0.039,0.09,-1
2008-08-22 13:22:00,8.817,-0.008,62.439,0.02,21.849,9.764,4.134,4.198,-6554.75,69.622,3.53,0.71,0.075,0.041,0.096,-1
2008-08-22 14:45:00,2.434,-0.013,20.412,0.017,15.638,10.424,7.551,3.923,-6489.25,66.167,5.586,-0.236,0.063,0.043,0.102,-1
2008-08-22 15:25:00,-28.988,-0.005,174.807,0.036,17.104,13.71,8.484,3.501,-5563.5,65.367,0.821,-0.047,0.132,0.083,0.181,-1
2008-08-22 15:39:00,6.6,-0.009,44.321,0.015,17.779,9.536,5.41,4.289,-6506.75,68.944,1.683,0.71,0.051,0.039,0.094,-1
2008-08-22 15:54:00,25.274,-0.011,45.352,0.03,10.823,11.819,14.216,5.911,-5142.25,68.8,3.641,0.71,0.116,0.068,0.153,-1
2008-08-22 19:14:00,-5.718,-0.014,49.025,0.014,16.67,7.99,8.897,4.649,-5282.75,71.233,1.824,-0.236,0.057,0.045,0.101,1
2008-08-22 23:46:00,-1.434,-0.013,31.434,0.014,25.4,12.652,41.756,3.692,-6047.0,70.056,2.245,-0.946,0.054,0.068,0.164,-1
2008-08-22 23:47:00,-0.333,-0.013,73.663,0.017,23.366,10.672,6.818,3.911,-6336.0,69.589,2.738,-0.946,0.054,0.047,0.104,-1
2008-08-22 23:49:00,0.568,-0.012,36.772,0.018,21.692,14.927,35.148,3.73,-5932.0,67.822,5.664,-0.946,0.072,0.088,0.192,-1
2008-08-22 23:56:00,2.952,-0.012,42.418,0.019,23.863,8.506,14.739,6.798,-5427.75,65.711,1.954,-0.946,0.07,0.05,0.112,-1
2008-08-23 02:04:00,7.773,-0.01,73.096,0.016,20.824,10.705,3.34,3.111,-6467.25,68.767,3.282,-0.804,0.069,0.048,0.104,-1
2008-08-23 03:26:00,2.75,-0.009,70.454,0.022,21.432,13.81,7.112,4.806,-6313.25,66.533,2.162,-0.946,0.07,0.057,0.138,-1
2008-08-23 04:50:00,15.81,-0.01,66.667,0.037,14.607,12.966,4.441,3.539,-5471.25,67.956,1.517,-0.946,0.123,0.077,0.166,-1
2008-08-23 04:52:00,3.488,-0.014,18.701,0.012,18.512,16.883,15.528,5.239,-5493.25,70.956,4.819,-0.804,0.043,0.102,0.224,-1
2008-08-23 05:57:00,1.267,-0.006,37.022,0.028,21.265,12.284,6.541,5.486,-6374.75,68.656,2.315,-0.804,0.104,0.05,0.121,-1
2008-08-23 05:57:00,4.786,-0.008,55.04,0.025,15.345,8.647,8.603,3.808,-6381.5,66.7,3.002,-0.804,0.088,0.037,0.085,-1
2008-08-23 05:58:00,14.734,-0.009,68.061,0.023,14.443,7.086,9.561,6.079,-5313.5,69.656,2.863,-0.804,0.078,0.043,0.092,-1
2008-08-23 05:58:00,-8.396,-0.007,59.206,0.039,31.598,14.502,18.14,5.968,-5474.25,59.978,3.759,-0.804,0.15,0.075,0.182,-1
2008-08-23 09:24:00,1.221,-0.011,33.751,0.022,25.519,6.251,11.455,3.23,-5587.25,68.711,2.482,1.088,0.068,0.035,0.082,-1
2008-08-23 12:58:00,1.034,-0.012,35.664,0.018,16.72,8.113,4.759,1.252,-5421.5,67.511,1.541,1.088,0.066,0.048,0.106,-1
2008-08-23 13:02:00,1.064,-0.011,35.698,0.014,18.629,12.278,6.09,5.558,-6256.5,69.822,3.558,1.088,0.057,0.05,0.121,-1
2008-08-23 15:10:00,1.617,-0.013,36.015,0.023,17.02,10.163,3.171,2.21,-6370.75,70.044,4.118,1.088,0.101,0.046,0.1,-1
2008-08-23 15:29:00,2.417,-0.011,40.495,0.014,102.525,3.27,9.131,3.788,-5311.5,70.389,1.359,1.088,0.052,0.019,0.043,1
2008-08-24 02:32:00,-7.156,-0.009,62.745,0.018,14.164,10.317,11.382,5.229,-6264.0,69.244,5.304,0.0,0.059,0.044,0.1,-1
2008-08-24 04:00:00,0.699,-0.01,84.928,0.024,11.904,9.98,30.606,6.426,-4750.75,66.4,4.307,0.0,0.077,0.06,0.128,-1
2008-08-24 07:12:00,2.596,-0.008,66.995,0.022,28.972,3.699,20.681,4.978,-5879.75,68.933,2.828,0.0,0.079,0.022,0.047,-1
2008-08-24 07:14:00,-0.409,-0.008,44.147,0.022,26.889,12.354,5.43,8.247,-5433.25,68.233,4.478,0.0,0.065,0.068,0.161,-1
2008-08-24 10:09:00,-5.024,-0.003,113.333,0.031,19.16,11.474,4.439,4.198,-6443.5,62.978,4.333,1.088,0.104,0.048,0.115,-1
2008-08-24 10:14:00,-0.724,-0.007,47.297,0.019,17.779,2.25,11.593,4.684,-5468.75,69.911,2.17,0.0,0.085,0.013,0.029,-1
2008-08-24 13:03:00,1.948,-0.007,91.986,0.038,14.578,14.193,16.801,4.176,-5410.5,69.011,4.279,0.0,0.121,0.087,0.18,1
2008-08-25 09:29:00,1.326,-0.009,51.296,0.012,27.529,14.418,11.638,5.765,-6375.75,66.822,2.107,0.0,0.036,0.065,0.144,-1
2008-08-27 00:46:00,-6.863,-0.012,32.332,0.026,17.228,6.692,5.98,4.229,-6421.0,68.311,3.758,-0.946,0.091,0.028,0.065,-1
2008-08-27 11:38:00,7.059,-0.012,44.49,0.014,24.42,14.464,5.332,4.692,-6507.5,68.222,2.064,-0.52,0.046,0.06,0.142,-1
2008-08-27 12:22:00,2.212,-0.012,67.884,0.013,15.067,7.496,2.043,1.764,-6461.0,70.467,4.068,-0.52,0.051,0.034,0.074,-1
2008-08-27 13:35:00,7.937,-0.01,46.659,0.012,20.088,3.624,10.607,3.449,-5411.5,70.544,2.831,-0.52,0.039,0.022,0.048,-1
2008-08-27 14:18:00,0.874,-0.012,47.451,0.012,24.336,12.956,6.241,4.194,-6409.5,70.167,3.096,-0.52,0.046,0.052,0.128,-1
2008-08-27 17:14:00,3.99,-0.011,51.643,0.011,11.781,1.35,14.243,4.663,-5546.5,70.156,1.511,0.804,0.052,0.008,0.017,-1
2008-08-27 22:48:00,4.446,-0.01,66.841,0.015,25.991,13.482,5.366,5.47,-6466.25,67.056,3.06,-0.662,0.046,0.056,0.133,-1
2008-08-27 22:58:00,168.146,-0.01,68.75,0.013,4.975,8.005,15.028,5.679,-5430.0,68.089,2.001,-0.662,0.052,0.047,0.103,-1
2008-08-28 03:03:00,-0.284,-0.008,60.568,0.026,18.258,15.028,6.135,3.778,-5183.0,67.044,3.233,-0.142,0.108,0.088,0.196,-1
2008-08-28 03:04:00,2.061,-0.008,77.707,0.012,10.921,6.608,7.734,4.811,-5353.25,67.789,2.81,-0.142,0.052,0.035,0.085,-1
2008-08-28 03:29:00,1.737,-0.008,53.495,0.027,21.52,15.564,41.882,8.735,-5763.75,67.444,2.682,-0.142,0.086,0.086,0.203,-1
2008-08-28 03:38:00,3.119,-0.012,49.847,0.019,11.366,7.338,7.562,4.361,-5474.75,67.356,1.969,-0.142,0.064,0.044,0.096,-1
2008-08-28 03:45:00,0.282,-0.01,49.246,0.026,3.634,8.635,30.67,4.115,-6211.25,65.133,2.718,-0.142,0.095,0.051,0.108,-1
2008-08-28 04:10:00,4.06,-0.01,73.575,0.017,22.939,13.208,4.782,3.457,-6252.75,68.656,3.648,-0.047,0.062,0.059,0.13,-1
2008-08-28 04:20:00,-0.318,-0.003,148.988,0.027,10.465,9.558,6.694,6.932,-5288.5,69.189,1.157,-0.662,0.091,0.056,0.125,-1
2008-08-28 04:54:00,-0.064,-0.013,32.453,0.03,14.677,6.382,16.272,4.692,-5328.0,66.933,2.912,-0.047,0.107,0.044,0.086,-1
2008-08-28 05:00:00,36.368,-0.01,68.28,0.016,20.783,11.423,9.282,4.863,-6334.5,69.8,4.783,-0.662,0.057,0.047,0.112,-1
2008-08-28 06:15:00,1.029,-0.013,46.182,0.021,8.982,11.017,7.424,6.806,-5711.0,67.267,1.888,-0.047,0.076,0.059,0.137,-1
2008-08-28 06:39:00,1.959,-0.014,20.567,0.017,9.381,1.17,14.517,4.071,-5662.25,70.778,2.935,0.757,0.073,0.007,0.015,-1
2008-08-28 06:56:00,1.637,-0.013,24.615,0.024,21.417,10.62,6.577,4.191,-6310.25,67.489,4.704,-0.047,0.095,0.045,0.105,-1
2008-08-28 07:40:00,-1.221,-0.013,26.242,0.023,14.968,9.815,23.001,4.906,-5686.75,70.511,2.402,-0.047,0.078,0.052,0.126,-1
2008-08-28 07:51:00,8.844,-0.014,31.774,0.024,4.787,4.164,16.733,4.654,-5402.5,68.789,1.016,-0.142,0.098,0.025,0.056,-1
2008-08-28 08:41:00,-1.126,-0.009,25.981,0.014,18.836,13.282,6.529,5.784,-6539.75,70.767,2.562,-0.284,0.057,0.054,0.13,-1
2008-08-28 09:46:00,2.941,-0.012,35.066,0.028,24.56,12.638,6.307,3.594,-6389.5,68.289,3.999,-0.142,0.117,0.051,0.123,-1
2008-08-28 09:49:00,-4.484,-0.01,74.639,0.027,25.817,12.158,8.983,4.774,-6468.0,66.156,2.064,-0.473,0.114,0.051,0.119,-1
2008-08-28 10:15:00,8.142,-0.01,63.602,0.011,13.997,7.443,22.321,5.226,-5649.5,70.611,3.467,-0.047,0.04,0.04,0.094,-1
2008-08-28 10:28:00,9.486,-0.013,39.118,0.034,24.356,13.542,6.825,5.461,-6505.5,70.0,2.35,-0.142,0.136,0.06,0.134,-1
2008-08-28 10:32:00,-7.507,-0.011,37.375,0.027,10.621,11.275,64.945,3.036,-4599.25,68.211,2.254,-0.142,0.086,0.074,0.149,-1
2008-08-28 11:19:00,3.826,-0.012,27.887,0.02,19.292,4.532,21.501,4.354,-5330.0,69.544,4.436,-0.473,0.067,0.026,0.06,-1
2008-08-28 12:44:00,10.236,-0.011,46.296,0.016,21.858,12.841,2.881,4.094,-6456.75,71.311,1.821,-0.284,0.067,0.052,0.127,-1
2008-08-28 14:48:00,1.022,-0.012,35.574,0.017,25.547,14.199,7.735,5.413,-6347.75,71.422,4.076,-0.71,0.069,0.059,0.14,-1
2008-08-28 15:19:00,3.866,-0.01,56.325,0.032,26.342,13.783,6.582,4.427,-6426.5,73.022,3.336,0.757,0.109,0.061,0.138,-1
2008-08-28 16:01:00,-6.054,-0.011,17.799,0.019,23.875,12.756,8.786,6.782,-6624.0,69.967,3.505,-0.284,0.062,0.052,0.126,-1
2008-08-28 16:43:00,2.874,-0.011,31.964,0.026,10.162,6.34,14.306,5.05,-5305.5,67.933,1.866,0.757,0.103,0.039,0.084,-1
2008-08-28 16:52:00,-0.81,0.002,253.793,0.029,26.781,14.037,4.612,5.155,-6310.25,69.422,3.793,-0.662,0.114,0.057,0.139,-1
2008-08-28 17:21:00,8.145,-0.011,58.514,0.018,25.896,11.209,8.523,5.2,-6406.25,69.311,3.593,-0.473,0.066,0.051,0.111,-1
2008-08-28 17:27:00,11.486,-0.011,29.932,0.015,21.144,11.825,3.744,5.038,-6329.75,67.267,2.679,-0.71,0.046,0.048,0.116,-1
2008-08-28 17:32:00,1.474,-0.014,71.972,0.04,8.211,2.518,43.699,3.062,-5874.25,68.2,2.402,0.757,0.128,0.016,0.033,-1
2008-08-28 18:05:00,2.013,-0.012,28.688,0.023,8.082,7.955,1.649,4.55,-5459.0,66.456,3.417,-0.142,0.081,0.045,0.106,-1
2008-08-28 18:10:00,0.91,-0.013,30.16,0.013,45.932,9.712,4.526,2.805,-5545.75,68.767,4.163,-0.71,0.051,0.052,0.123,-1
2008-08-28 18:15:00,-1.512,-0.007,67.897,0.026,19.766,11.972,11.179,3.98,-6225.75,68.978,4.538,-0.71,0.089,0.048,0.117,-1
2008-08-28 18:25:00,0.909,-0.007,54.701,0.025,14.906,10.198,5.143,3.527,-6260.75,69.022,4.201,-0.284,0.105,0.041,0.098,-1
2008-08-28 18:47:00,0.619,-0.008,71.028,0.023,5.576,9.299,16.71,5.456,-5607.25,68.122,3.374,-0.946,0.098,0.049,0.118,-1
2008-08-28 18:57:00,3.366,-0.01,35.322,0.014,64.487,5.209,29.562,1.543,-5723.5,68.467,4.008,-0.71,0.047,0.033,0.066,-1
2008-08-28 20:20:00,-2.63,-0.009,67.742,0.022,13.077,3.193,17.928,3.143,-5628.0,70.444,2.559,-0.71,0.072,0.017,0.041,-1
2008-08-28 20:39:00,1.004,-0.011,49.55,0.026,18.099,11.268,11.746,6.346,-5669.75,69.711,3.97,0.757,0.11,0.064,0.144,1
2008-08-28 21:03:00,1.153,-0.012,60.106,0.016,26.052,11.148,10.575,4.67,-6326.0,66.633,1.697,-0.71,0.058,0.048,0.109,-1
2008-08-28 21:52:00,0.206,-0.009,61.956,0.021,34.545,15.688,13.53,5.101,-6371.0,69.222,2.431,-0.047,0.073,0.065,0.155,-1
2008-08-28 22:57:00,-3.898,-0.011,35.254,0.022,23.296,14.77,6.053,3.409,-6344.25,65.1,2.739,0.757,0.069,0.059,0.145,-1
2008-08-28 23:40:00,3.276,-0.008,81.333,0.033,13.804,13.295,6.101,3.513,-5409.0,67.1,2.223,-0.662,0.13,0.078,0.172,-1
2008-08-28 23:42:00,-4.037,-0.011,52.667,0.027,8.76,8.104,16.906,6.101,-5246.75,63.689,2.627,-0.662,0.083,0.043,0.104,-1
2008-08-29 00:49:00,0.162,-0.012,39.784,0.018,8.935,8.538,4.335,4.665,-5697.5,65.822,0.853,-0.473,0.076,0.047,0.112,-1
2008-08-29 01:06:00,-3.944,-0.011,49.655,0.024,29.645,12.008,16.719,5.117,-5933.25,69.989,2.452,-0.662,0.083,0.07,0.154,-1
2008-08-29 02:38:00,-1.252,-0.009,44.993,0.016,19.546,10.341,5.554,3.189,-6338.25,69.844,3.832,-0.568,0.042,0.044,0.103,-1
2008-08-29 02:39:00,1.366,-0.01,35.6,0.023,21.177,13.263,5.622,4.438,-6350.25,65.956,2.454,-0.662,0.1,0.055,0.132,-1
2008-08-29 03:27:00,5.65,-0.011,33.371,0.016,93.074,10.038,12.069,4.415,-5278.0,68.133,3.805,0.757,0.07,0.056,0.132,-1
2008-08-29 03:33:00,7.826,-0.006,70.175,0.03,10.658,4.285,13.446,5.41,-5444.0,69.2,2.125,-0.662,0.12,0.024,0.056,-1
2008-08-29 03:46:00,-1.193,-0.012,63.636,0.022,13.296,8.11,15.411,4.823,-5561.0,68.922,2.082,-0.662,0.073,0.048,0.105,-1
2008-08-29 04:55:00,5.499,-0.01,29.454,0.017,28.497,19.753,29.504,7.242,-5192.5,67.5,4.458,-0.568,0.056,0.114,0.248,1
2008-08-29 04:56:00,-0.031,-0.014,40.839,0.03,23.826,15.302,7.429,5.16,-6461.0,68.5,3.353,-0.568,0.118,0.061,0.15,-1
2008-08-29 05:16:00,0.509,-0.01,49.938,0.03,14.068,10.621,5.979,4.61,-6305.5,67.611,4.484,-0.047,0.104,0.046,0.103,-1
2008-08-29 05:54:00,,-0.009,53.121,0.026,14.183,3.723,18.291,2.783,-5871.75,69.1,1.585,-0.142,0.103,0.026,0.048,-1
2008-08-29 05:54:00,,-0.012,26.172,0.017,14.374,5.67,6.884,3.519,-6624.5,71.333,3.363,-0.662,0.063,0.026,0.055,-1
2008-08-29 05:57:00,0.576,-0.013,31.841,0.018,20.536,15.416,28.919,5.081,-6736.0,68.222,6.143,-0.142,0.059,0.067,0.15,-1
2008-08-29 05:57:00,0.257,-0.01,57.971,0.02,9.686,6.199,20.125,5.251,-5232.25,67.289,2.707,-0.568,0.065,0.036,0.08,-1
2008-08-29 06:35:00,9.283,-0.008,38.39,0.024,14.451,11.435,13.774,2.633,-5234.5,65.578,2.89,-0.568,0.069,0.075,0.149,-1
2008-08-29 06:37:00,-1.048,-0.013,43.846,0.025,19.802,10.364,6.029,3.928,-6319.75,68.389,3.03,0.0,0.103,0.043,0.101,-1
2008-08-29 06:40:00,5.631,-0.01,26.943,0.026,26.355,15.811,15.349,3.457,-5121.0,69.389,2.747,-0.142,0.094,0.087,0.207,-1
2008-08-29 06:45:00,13.371,-0.011,46.491,0.012,19.195,13.333,24.019,6.119,-5229.25,68.911,3.82,-0.568,0.046,0.081,0.173,1
2008-08-29 06:54:00,5.174,-0.01,28.155,0.019,24.935,12.547,3.444,4.502,-6183.75,67.922,4.747,0.0,0.066,0.051,0.124,-1
2008-08-29 07:18:00,4.837,-0.008,119.174,0.019,8.742,7.837,4.159,5.958,-5506.25,67.778,4.304,0.0,0.064,0.046,0.103,-1
2008-08-29 07:22:00,6.369,-0.01,74.515,0.02,20.636,12.26,15.616,8.274,-5622.5,71.444,3.738,-0.568,0.08,0.071,0.158,-1
2008-08-29 07:24:00,0.282,-0.013,34.884,0.028,8.219,7.407,21.125,1.951,-5046.25,70.778,1.507,-0.662,0.096,0.043,0.094,-1
2008-08-29 07:33:00,-0.896,-0.01,59.823,0.02,35.73,19.109,27.685,2.869,-5530.0,70.189,1.832,0.0,0.064,0.112,0.238,-1
2008-08-29 07:33:00,-0.174,-0.01,63.324,0.018,23.213,8.638,6.184,4.875,-6339.0,66.411,3.591,-0.142,0.057,0.039,0.084,-1
2008-08-29 08:10:00,7.071,-0.012,34.709,0.02,22.361,11.077,6.036,3.464,-6626.5,70.644,1.415,-0.568,0.068,0.048,0.108,-1
2008-08-29 08:20:00,0.454,-0.006,90.802,0.019,25.098,13.558,25.168,4.556,-7148.0,66.044,3.52,0.0,0.083,0.055,0.131,-1
2008-08-29 08:41:00,2.252,-0.011,57.723,0.024,26.191,14.507,11.563,4.345,-6235.25,68.7,6.189,-0.142,0.081,0.058,0.143,-1
2008-08-29 08:45:00,0.999,-0.008,55.505,0.022,14.888,12.062,6.77,4.147,-6233.5,65.644,3.356,0.0,0.068,0.049,0.118,-1
2008-08-29 12:21:00,2.369,-0.011,44.743,0.025,12.303,9.937,18.889,5.448,-5394.75,69.067,2.024,-0.142,0.1,0.058,0.126,-1
2008-08-29 12:22:00,3.43,-0.011,48.924,0.018,16.196,12.736,3.778,4.324,-6273.75,69.611,2.83,-0.662,0.075,0.052,0.125,-1
2008-08-29 12:37:00,2.376,-0.015,28.547,0.032,21.417,7.928,7.364,5.034,-6368.5,68.111,3.138,-0.142,0.125,0.032,0.077,-1
2008-08-29 13:04:00,1.168,-0.012,56.6,0.023,20.513,11.599,21.826,5.609,-5319.25,68.6,1.691,-0.142,0.077,0.07,0.15,-1
2008-08-29 13:14:00,0.169,-0.011,42.714,0.028,15.797,9.126,5.592,3.897,-6366.0,68.178,2.498,-0.52,0.088,0.043,0.09,-1
2008-08-29 13:27:00,2.649,-0.011,37.358,0.023,23.963,11.369,10.157,3.672,-5651.25,69.211,1.592,0.0,0.077,0.066,0.147,-1
2008-08-29 13:49:00,3.138,-0.011,37.802,0.026,75.025,10.683,6.077,4.445,-5397.5,68.589,2.386,-0.52,0.077,0.07,0.136,-1
2008-08-29 14:11:00,4.436,-0.01,69.359,0.017,11.631,9.339,11.19,6.902,-5451.25,68.278,4.185,-0.662,0.06,0.05,0.118,-1
2008-08-29 14:18:00,2.104,-0.012,44.625,0.031,21.247,13.436,8.147,4.397,-6358.25,69.167,5.672,-0.52,0.102,0.054,0.131,-1
2008-08-29 14:30:00,3.982,-0.01,45.503,0.016,23.335,9.593,15.682,4.543,-5496.75,66.811,3.273,0.047,0.053,0.066,0.125,-1
2008-08-29 15:01:00,2.818,-0.01,53.265,0.024,16.475,8.119,6.645,3.757,-6335.25,69.933,2.088,0.0,0.089,0.036,0.079,-1
2008-08-29 15:43:00,-0.121,-0.008,67.327,0.023,31.173,5.93,38.942,5.405,-6170.75,67.967,1.972,-0.142,0.079,0.033,0.077,-1
2008-08-29 16:26:00,1.178,-0.007,90.511,0.023,10.932,11.631,18.502,5.476,-5372.25,68.222,3.288,-0.142,0.078,0.064,0.146,-1
2008-08-29 20:21:00,0.166,-0.012,41.925,0.035,16.892,12.654,25.581,8.049,-5472.75,67.122,3.824,-0.52,0.1,0.078,0.167,-1
2008-08-29 20:49:00,4.92,-0.011,35.996,0.019,20.906,13.822,6.869,3.048,-5677.75,67.178,2.647,0.0,0.07,0.083,0.179,-1
2008-08-29 21:25:00,-1.323,-0.007,46.496,0.017,20.991,9.372,11.814,4.392,-6424.75,67.744,1.566,-1.655,0.066,0.04,0.091,-1
2008-08-29 21:46:00,-0.784,-0.011,66.079,0.032,21.343,13.249,4.6,4.39,-6369.75,70.1,4.918,-0.095,0.138,0.055,0.131,-1
2008-08-29 21:54:00,0.266,-0.014,32.088,0.012,21.217,12.094,9.923,4.999,-6328.75,68.089,2.552,-1.655,0.043,0.05,0.119,-1
2008-08-29 22:11:00,-3.686,-0.011,36.036,0.029,24.679,12.601,5.774,5.456,-6234.5,69.789,1.893,-0.095,0.124,0.053,0.125,-1
2008-08-29 22:45:00,-1.761,-0.009,22.44,0.019,3.058,8.192,30.174,7.846,-5962.0,69.044,2.715,-0.095,0.062,0.05,0.106,-1
2008-08-29 22:49:00,2.969,-0.009,67.039,0.014,12.09,7.4,11.493,5.432,-5490.25,65.656,2.996,-0.095,0.052,0.04,0.095,-1
2008-08-29 22:56:00,-1.798,-0.017,32.138,0.016,19.617,12.097,5.355,4.455,-6330.25,67.611,3.936,0.0,0.05,0.05,0.119,-1
2008-08-30 00:01:00,-0.374,-0.011,62.911,0.013,25.561,9.297,11.081,6.448,-5135.0,68.767,3.264,-1.655,0.049,0.054,0.123,-1
2008-08-30 00:05:00,4.907,-0.007,68.174,0.016,17.33,12.74,9.922,4.062,-6188.0,66.144,4.259,-0.095,0.065,0.052,0.126,-1
2008-08-30 00:57:00,1.49,-0.01,50.251,0.021,21.874,13.384,8.941,4.616,-6475.5,69.089,4.726,-0.095,0.061,0.06,0.133,-1
2008-08-30 01:29:00,3.249,-0.011,37.969,0.025,10.318,9.635,7.197,6.041,-5558.0,66.522,2.683,-1.655,0.095,0.051,0.124,-1
2008-08-30 02:08:00,-1.093,-0.011,48.513,0.013,21.06,12.075,8.072,3.966,-6380.0,67.3,5.216,0.236,0.043,0.049,0.119,-1
2008-08-30 02:22:00,0.254,-0.013,69.116,0.026,11.605,5.127,5.328,2.268,-5630.75,65.2,1.563,-0.095,0.094,0.029,0.067,-1
2008-08-30 02:32:00,-0.704,-0.012,39.289,0.025,11.586,4.03,5.609,5.44,-5473.25,68.6,2.374,0.236,0.077,0.025,0.053,-1
2008-08-30 02:39:00,3.73,-0.011,20.957,0.015,20.07,18.928,11.779,4.949,-5611.5,66.0,2.368,-0.52,0.049,0.104,0.249,-1
2008-08-30 02:50:00,-0.417,-0.011,34.18,0.025,21.864,13.019,8.32,4.944,-6382.5,68.8,3.586,-0.095,0.09,0.052,0.127,-1
