SensorTime,Chamber_Temperature_edu,Chamber_Pressure_edu,Gas_Flow_edu,RF_Power_edu,Vacuum_Level_edu,Cooling_Water_Temperature_edu,Vibration_edu,Process_Time_edu,주요센서_A,주요센서_B,검사결과
2008-08-17 22:03:00,8.42,-0.0,132.53,0.03,8.35,8.68,5.81,3.35,-5505.5,67.22,1
2008-08-17 22:21:00,18.6,-0.01,73.62,0.02,12.89,4.52,14.58,4.07,-5584.5,65.82,0
2008-08-17 23:04:00,8.98,-0.0,129.5,0.04,21.93,11.71,7.95,4.17,-6375.0,66.86,1
2008-08-17 23:20:00,0.72,-0.01,56.17,0.02,4.85,6.67,19.84,4.08,-5465.0,63.49,0
2008-08-17 23:55:00,-1.42,-0.0,400.0,0.01,13.41,7.75,61.2,5.01,-4970.75,67.71,1
2008-08-18 00:02:00,9.21,-0.0,149.11,0.04,27.45,6.81,19.72,4.84,-5181.5,65.68,1
2008-08-18 00:20:00,12.16,-0.01,60.11,0.03,18.78,11.58,4.88,3.86,-6351.5,68.82,0
2008-08-18 01:23:00,8.53,-0.01,37.3,0.03,16.07,7.43,26.67,4.58,-5230.25,69.43,1
2008-08-18 04:01:00,17.17,-0.01,46.7,0.04,18.29,14.45,7.88,5.5,-6393.25,67.9,1
2008-08-18 04:12:00,5.79,-0.01,56.94,0.02,9.27,4.87,17.18,2.02,-5367.75,69.68,0
2008-08-18 04:35:00,14.44,-0.01,73.53,0.02,21.22,11.56,11.8,4.63,-6356.0,66.28,0
2008-08-18 05:03:00,11.7,-0.0,143.28,0.03,13.19,8.04,9.8,6.25,-5175.5,69.83,0
2008-08-18 05:25:00,18.05,-0.0,439.22,0.01,99.22,11.16,25.64,6.65,-4992.0,69.79,0
2008-08-18 06:07:00,20.71,-0.01,39.07,0.03,11.99,12.01,26.73,5.01,-6834.5,68.57,0
2008-08-18 06:11:00,1.13,-0.01,43.37,0.03,19.29,9.61,6.04,2.99,-6353.75,61.07,0
2008-08-18 06:26:00,16.41,-0.0,124.39,0.04,24.49,12.93,6.38,5.66,-6425.5,71.72,0
2008-08-18 07:11:00,5.4,-0.01,94.66,0.01,25.6,12.43,3.5,4.1,-6565.5,70.44,0
2008-08-18 07:23:00,26.86,-0.01,43.77,0.02,19.57,16.89,9.54,2.67,-5291.5,66.69,0
2008-08-18 07:29:00,23.77,-0.01,47.83,0.1,10.48,12.54,7.82,4.32,-5521.25,64.03,0
2008-08-18 08:18:00,-0.84,-0.01,60.04,0.02,20.69,11.93,5.88,4.64,-6346.0,68.42,0
2008-08-18 08:31:00,25.43,-0.01,57.7,0.01,9.78,14.35,24.28,5.55,-5213.75,69.06,0
2008-08-18 10:13:00,26.61,-0.01,45.48,0.03,21.11,11.98,4.85,3.72,-6454.5,71.24,0
2008-08-18 11:04:00,-6.54,-0.01,33.71,0.02,12.56,3.56,14.6,1.77,-5532.5,69.38,0
2008-08-18 12:00:00,0.15,-0.01,47.55,0.02,23.53,8.69,43.01,2.76,-5064.0,67.18,0
2008-08-18 12:06:00,2.82,-0.01,36.0,0.02,22.55,9.31,5.98,3.5,-6273.5,68.2,0
2008-08-18 12:22:00,12.18,-0.01,87.9,0.03,23.15,8.74,9.54,4.14,-6267.75,70.12,0
2008-08-18 12:49:00,19.56,-0.01,63.62,0.02,24.58,12.23,5.8,3.83,-6426.5,70.51,0
2008-08-18 13:07:00,-1.16,-0.01,73.6,0.03,16.55,9.01,5.17,4.33,-5284.75,68.16,0
2008-08-18 14:01:00,18.63,-0.01,85.86,0.02,19.54,12.44,1.53,4.04,-6267.75,62.96,0
2008-08-18 14:04:00,20.71,-0.01,39.84,0.03,21.5,9.1,7.95,3.44,-6452.5,72.92,0
2008-08-18 14:45:00,-11.97,-0.01,37.28,0.03,9.22,14.49,9.79,5.0,-5423.0,69.39,0
2008-08-18 15:00:00,16.84,-0.01,57.94,0.02,18.01,11.05,6.87,3.81,-6198.5,63.98,0
2008-08-18 15:26:00,14.04,-0.01,30.95,0.03,91.81,6.48,10.0,4.61,-5711.0,66.54,0
2008-08-18 15:30:00,28.4,-0.01,41.45,0.03,26.2,14.45,62.71,4.08,-5657.5,63.78,0
2008-08-18 15:33:00,22.18,-0.01,64.8,0.03,12.23,10.42,13.65,3.87,-6528.5,68.2,0
2008-08-18 15:41:00,9.19,-0.01,45.15,0.01,18.62,13.8,5.42,3.97,-6363.0,63.06,0
2008-08-18 16:19:00,1.5,-0.01,61.44,0.02,22.63,9.4,4.61,3.21,-6334.25,67.46,0
2008-08-18 17:13:00,16.02,-0.01,54.07,0.03,20.85,13.63,8.15,5.44,-6431.75,68.16,1
2008-08-18 17:16:00,2.5,-0.01,32.72,0.02,45.93,7.29,17.02,5.1,-5410.0,67.42,0
2008-08-18 17:37:00,87.04,-0.01,59.44,0.01,21.97,7.82,14.67,6.83,-5677.5,68.04,0
2008-08-18 19:24:00,0.76,-0.01,56.68,0.02,13.46,10.59,18.21,7.16,-5848.5,69.92,0
2008-08-18 19:54:00,9.88,-0.01,60.84,0.02,19.29,11.05,24.29,4.73,-5392.25,66.69,1
2008-08-18 23:00:00,15.68,-0.01,40.49,0.01,19.7,12.7,8.22,4.09,-6350.5,68.54,0
2008-08-18 23:03:00,16.24,-0.01,43.74,0.03,12.94,9.31,6.04,3.35,-6277.75,67.52,0
2008-08-18 23:47:00,10.37,-0.01,35.38,0.01,6.44,6.78,16.27,4.03,-5421.5,63.41,0
2008-08-19 01:10:00,2.5,-0.01,71.32,0.03,17.53,6.34,95.57,7.05,-5316.75,68.41,0
2008-08-19 03:59:00,24.14,-0.01,32.21,0.02,31.77,15.16,16.0,4.47,-5242.25,67.14,1
2008-08-19 04:58:00,23.71,-0.01,56.94,0.02,4.23,11.3,12.38,4.51,-5751.5,68.14,0
2008-08-19 05:09:00,5.78,-0.01,39.33,0.03,20.06,10.26,2.76,3.41,-6459.75,69.42,0
2008-08-19 05:11:00,-0.18,-0.01,48.31,0.03,15.93,11.95,10.74,6.05,-5328.25,63.91,0
2008-08-19 05:11:00,-8.61,-0.01,41.4,0.03,16.06,8.25,5.14,2.52,-6345.0,63.34,0
2008-08-19 05:40:00,22.72,-0.01,23.87,0.02,16.76,17.23,11.97,5.87,-5302.75,65.26,0
2008-08-19 05:41:00,20.02,-0.01,51.24,0.02,12.78,12.67,8.11,4.84,-5413.0,69.69,0
2008-08-19 05:53:00,17.98,-0.01,57.06,0.02,19.98,16.21,17.2,4.67,-5228.25,66.26,0
2008-08-19 05:54:00,17.73,-0.01,23.97,0.04,18.81,11.34,7.21,3.95,-6322.0,66.11,0
2008-08-19 05:56:00,1.37,-0.01,62.03,0.02,18.03,8.54,9.08,5.46,-6278.5,63.61,1
2008-08-19 06:24:00,2.04,-0.01,87.74,0.04,26.26,10.51,9.55,5.66,-5485.25,69.84,0
2008-08-19 07:43:00,1.42,-0.01,41.09,0.03,31.06,14.06,21.59,4.56,-5429.0,67.62,0
2008-08-19 07:58:00,22.44,-0.01,48.84,0.02,15.85,12.57,4.51,5.94,-5278.0,68.32,1
2008-08-19 08:01:00,14.9,-0.01,34.67,0.02,13.91,6.53,7.8,3.75,-5143.5,63.89,0
2008-08-19 08:07:00,4.44,-0.01,34.38,0.03,15.64,8.65,3.38,3.64,-6483.75,69.68,0
2008-08-19 08:33:00,-15.31,-0.01,38.93,0.03,25.12,14.09,5.7,4.48,-6338.75,59.99,0
2008-08-19 09:04:00,27.32,-0.01,34.78,0.02,35.47,9.48,26.32,2.36,-5486.25,66.07,0
2008-08-19 09:05:00,2.78,-0.01,32.12,0.02,17.12,9.31,4.42,2.96,-6463.25,67.43,0
2008-08-19 10:46:00,18.18,-0.01,38.4,0.02,12.77,8.35,13.37,2.21,-5398.5,63.4,0
2008-08-19 11:11:00,22.37,-0.01,69.93,0.03,21.24,12.5,6.93,5.77,-6294.25,66.71,0
2008-08-19 11:13:00,24.48,-0.01,71.74,0.01,16.04,11.85,4.75,2.89,-6380.0,62.7,0
2008-08-19 11:13:00,20.72,-0.01,63.38,0.05,23.16,13.37,9.99,5.08,-6205.0,65.0,0
2008-08-19 11:28:00,6.2,-0.0,136.1,0.03,19.5,14.66,38.86,5.73,-6349.0,68.2,0
2008-08-19 11:44:00,6.91,-0.01,62.34,0.02,20.68,11.34,5.69,3.37,-6237.25,70.46,0
2008-08-19 11:46:00,23.27,-0.01,75.62,0.03,5.81,4.45,17.63,6.01,-5523.75,66.24,0
2008-08-19 11:57:00,-7.83,-0.01,64.25,0.02,4.4,7.07,20.41,6.1,-5418.0,68.54,0
2008-08-19 11:58:00,0.54,-0.01,36.03,0.02,22.05,6.64,7.04,4.25,-5255.75,66.27,0
2008-08-19 12:30:00,3.11,-0.01,50.0,0.03,24.09,14.21,8.09,4.45,-6406.25,66.44,0
2008-08-19 15:33:00,25.19,-0.01,45.88,0.03,19.6,13.39,6.91,4.73,-6314.0,64.97,0
2008-08-19 18:12:00,1.23,-0.0,97.51,0.04,16.94,18.89,13.56,3.35,-5745.0,69.96,0
2008-08-19 18:12:00,13.6,-0.01,57.21,0.03,24.82,11.45,6.12,4.56,-6470.0,68.94,0
2008-08-19 18:30:00,-2.93,-0.01,38.55,0.06,19.14,12.12,34.58,6.58,-5324.0,69.4,0
2008-08-19 18:30:00,13.37,-0.01,59.48,0.06,6.4,14.14,10.83,8.91,-5613.5,69.46,0
2008-08-19 19:38:00,27.46,-0.01,36.86,0.05,21.96,11.37,7.7,4.38,-6312.25,72.82,0
2008-08-19 20:53:00,5.0,-0.0,109.29,0.03,16.06,10.13,13.58,4.79,-5516.75,68.14,0
2008-08-20 00:05:00,1.91,-0.0,184.35,0.04,29.38,4.97,9.0,2.2,-5411.25,69.78,0
2008-08-20 01:33:00,9.59,-0.01,52.41,0.03,9.94,9.11,9.72,5.94,-5194.0,68.26,0
2008-08-20 01:42:00,1.82,-0.01,39.71,0.02,15.86,10.25,10.15,3.18,-5742.25,66.38,0
2008-08-20 02:13:00,22.69,-0.01,65.16,0.07,21.08,12.35,8.24,5.35,-6253.5,69.93,0
2008-08-20 02:27:00,19.1,-0.01,26.55,0.06,14.47,7.15,25.23,3.46,-5387.5,66.98,1
2008-08-20 03:00:00,3.31,-0.01,50.66,0.04,102.5,6.11,6.3,4.41,-5394.75,68.59,0
2008-08-20 03:12:00,13.68,-0.01,74.79,0.02,21.05,4.79,13.53,5.15,-5033.0,66.46,1
2008-08-20 06:36:00,26.91,-0.01,70.49,0.02,20.34,13.14,3.9,4.66,-6404.5,71.98,0
2008-08-20 07:12:00,0.14,-0.01,82.59,0.03,20.97,11.2,19.19,2.6,-5407.75,69.28,0
2008-08-20 08:40:00,14.75,-0.01,105.43,0.03,24.19,13.81,9.2,4.61,-6390.0,68.23,1
2008-08-20 09:17:00,8.1,-0.01,33.84,0.08,20.62,13.2,5.12,4.44,-6383.75,67.47,1
2008-08-20 10:26:00,0.89,-0.0,60.3,0.05,27.12,13.24,14.58,5.16,-6280.75,70.08,0
2008-08-20 16:08:00,1.77,-0.01,53.41,0.03,18.07,3.82,35.42,6.49,-5624.25,69.13,0
2008-08-20 16:16:00,21.11,-0.01,47.94,0.06,24.59,13.23,10.58,4.36,-6266.25,66.4,0
2008-08-20 17:09:00,4.63,-0.01,34.46,0.07,21.03,13.29,6.23,7.59,-5469.5,69.32,0
2008-08-20 17:35:00,10.77,-0.01,43.46,0.05,15.1,13.79,7.21,4.36,-6308.75,65.59,0
2008-08-20 17:36:00,4.42,-0.01,30.67,0.03,18.39,10.87,8.47,3.22,-6395.5,70.57,0
2008-08-20 18:29:00,4.41,-0.01,71.17,0.01,18.25,10.53,8.06,4.38,-6326.25,67.27,0
2008-08-20 18:35:00,-10.37,-0.01,44.35,0.05,13.92,7.2,3.74,2.14,-6439.0,68.43,0
2008-08-20 20:19:00,2.07,-0.01,41.36,0.03,21.28,15.06,5.75,4.3,-6316.5,69.98,0
2008-08-20 21:33:00,-0.22,-0.01,47.86,0.03,23.15,16.73,10.62,4.38,-6214.5,68.66,0
2008-08-20 21:41:00,4.97,-0.01,73.09,0.03,21.64,11.27,12.12,4.22,-6330.0,69.48,0
2008-08-20 21:58:00,1.4,-0.01,84.12,0.03,21.89,13.13,7.29,4.48,-6224.75,68.84,0
2008-08-20 22:13:00,2.95,-0.01,18.6,0.02,5.83,5.24,17.08,3.78,-5504.25,69.71,0
2008-08-20 22:45:00,-0.57,-0.01,76.66,0.02,22.76,13.67,6.18,4.71,-6420.25,68.77,0
2008-08-20 23:18:00,5.87,-0.01,97.01,0.03,24.52,26.34,9.26,9.31,-5300.5,67.74,0
2008-08-20 23:43:00,14.07,-0.01,23.23,0.04,10.57,7.18,35.89,4.78,-6124.75,66.36,1
2008-08-21 02:11:00,-5.6,-0.0,247.34,0.03,10.31,9.23,8.64,5.06,-5558.25,66.92,0
2008-08-21 02:46:00,2.0,-0.01,59.6,0.04,19.74,11.84,58.92,3.43,-5750.5,69.78,0
2008-08-21 04:22:00,20.81,-0.01,37.43,0.03,12.07,10.27,12.59,3.76,-5307.75,66.02,0
2008-08-21 04:29:00,-5.9,-0.01,11.8,0.03,19.85,10.11,5.91,4.52,-6367.0,67.37,0
2008-08-21 05:06:00,-0.33,-0.01,19.8,0.06,105.96,6.34,12.72,2.77,-5433.0,63.81,0
2008-08-21 05:15:00,4.31,-0.0,112.71,0.04,15.82,4.46,12.39,4.5,-5635.0,65.56,0
2008-08-21 06:10:00,5.08,-0.01,53.49,0.05,28.6,11.13,12.87,3.95,-5222.5,66.89,1
2008-08-21 11:22:00,6.34,-0.01,22.64,0.06,15.68,9.28,3.09,3.21,-6310.5,70.18,0
2008-08-21 12:00:00,3.14,-0.01,70.87,0.05,15.14,8.67,4.75,4.05,-6378.5,67.52,0
2008-08-21 12:31:00,22.1,-0.01,60.08,0.04,20.05,13.74,9.09,5.14,-6401.25,71.0,0
2008-08-21 12:33:00,-0.89,-0.01,44.96,0.03,25.16,10.62,12.17,4.51,-5307.5,67.91,0
2008-08-21 12:43:00,-6.86,-0.01,22.27,0.02,7.53,7.3,17.2,6.24,-5436.0,60.11,0
2008-08-21 12:52:00,2.15,-0.01,49.69,0.03,14.14,11.9,6.56,2.63,-5487.75,59.89,0
2008-08-21 13:11:00,-8.48,-0.0,57.43,0.02,17.3,9.44,7.42,2.88,-6374.75,67.7,0
2008-08-21 13:19:00,3.94,-0.01,94.67,0.03,21.41,8.19,6.38,4.03,-6363.0,67.2,0
2008-08-21 13:29:00,-0.26,-0.01,88.89,0.02,19.55,6.93,29.54,3.59,-5227.0,68.17,0
2008-08-21 13:45:00,-2.79,-0.01,20.12,0.06,17.56,10.09,2.77,2.99,-6457.75,68.58,0
2008-08-21 14:47:00,9.85,-0.0,114.29,0.03,47.13,10.52,18.15,7.37,-5775.0,70.06,0
2008-08-21 15:05:00,3.89,-0.01,72.87,0.05,21.93,10.32,8.67,4.64,-6295.75,67.4,0
2008-08-21 15:06:00,-5.92,-0.01,58.07,0.04,31.0,14.42,12.69,6.72,-5319.25,67.32,0
2008-08-21 15:32:00,4.1,-0.01,27.95,0.03,20.41,9.03,13.76,5.23,-5415.0,66.01,0
2008-08-21 15:48:00,6.34,-0.01,54.62,0.07,8.28,4.38,17.1,5.02,-5467.5,68.88,0
2008-08-21 15:50:00,0.31,-0.01,62.05,0.13,30.82,19.04,7.95,5.61,-6261.75,69.1,0
2008-08-21 16:19:00,28.51,-0.01,51.16,0.05,16.19,5.8,4.6,3.04,-6393.5,65.91,1
2008-08-21 16:36:00,4.02,-0.01,27.99,0.04,18.41,13.09,14.18,3.61,-5493.0,69.36,0
2008-08-21 17:25:00,3.22,-0.01,87.48,0.04,20.34,8.48,7.58,3.18,-6270.5,67.77,0
2008-08-21 17:44:00,14.39,-0.01,45.66,0.03,23.83,11.17,10.74,4.04,-6362.25,65.49,0
2008-08-21 18:04:00,6.25,-0.01,57.73,0.03,29.62,13.44,2.45,4.6,-6408.75,67.41,0
2008-08-21 18:05:00,3.8,-0.0,83.37,0.04,11.96,11.95,4.39,3.8,-5120.0,71.2,1
2008-08-21 18:39:00,-1.96,-0.01,114.53,0.02,25.61,13.77,6.76,5.23,-6453.75,70.19,0
2008-08-21 18:53:00,-10.6,-0.01,56.5,0.02,21.6,10.95,5.7,5.04,-6402.75,65.5,0
2008-08-21 19:12:00,3.88,-0.01,58.71,0.04,29.03,11.01,10.16,4.08,-6279.5,67.07,0
2008-08-21 19:12:00,5.79,-0.01,104.35,0.02,10.81,12.49,12.57,4.45,-5435.5,68.29,0
2008-08-21 19:46:00,0.8,-0.01,41.85,0.06,16.9,9.72,7.4,3.06,-6253.5,70.4,0
2008-08-21 20:19:00,10.9,-0.01,62.68,0.03,17.61,10.4,4.77,4.27,-5593.75,67.21,0
2008-08-21 20:21:00,15.28,-0.01,64.92,0.03,32.2,16.75,11.61,6.36,-5384.75,67.59,0
2008-08-21 20:37:00,18.72,-0.01,64.0,0.02,25.77,13.76,26.42,3.25,-6915.0,65.54,0
2008-08-21 21:32:00,3.4,-0.01,57.82,0.02,10.49,11.23,26.76,5.07,-5468.0,67.63,0
2008-08-21 22:25:00,0.12,-0.01,51.47,0.03,18.76,9.18,3.27,4.49,-6391.5,67.64,0
2008-08-21 22:41:00,3.53,-0.01,68.86,0.04,6.68,6.43,27.1,3.71,-5047.75,68.04,0
2008-08-21 23:08:00,-5.34,-0.01,74.39,0.03,110.48,9.34,5.84,4.61,-5448.0,70.2,0
2008-08-21 23:27:00,1.44,-0.01,40.89,0.04,13.84,8.5,26.79,4.38,-5046.25,67.11,0
2008-08-21 23:53:00,7.39,-0.01,53.96,0.03,16.38,11.81,73.08,2.51,-4778.5,69.11,0
2008-08-21 23:57:00,4.8,-0.01,29.39,0.03,16.95,9.82,15.89,4.92,-6408.25,67.88,0
2008-08-22 00:43:00,-7.42,-0.01,39.55,0.02,40.62,8.71,30.81,4.08,-5631.75,69.12,0
2008-08-22 00:44:00,0.09,-0.01,48.0,0.03,20.18,13.85,29.24,5.21,-6894.25,69.31,0
2008-08-22 00:47:00,8.91,-0.01,35.78,0.03,13.48,5.53,30.94,5.83,-6203.25,66.66,0
2008-08-22 01:04:00,5.05,-0.01,48.1,0.05,8.63,5.05,4.81,4.36,-4929.5,70.64,1
2008-08-22 01:26:00,26.15,-0.01,45.26,0.03,21.07,11.08,3.9,4.03,-6250.25,64.72,0
2008-08-22 01:27:00,-3.0,-0.01,51.34,0.02,22.6,13.08,2.48,4.03,-6382.0,69.69,0
2008-08-22 01:54:00,-5.65,-0.01,26.83,0.03,108.45,16.11,15.21,1.83,-5226.5,68.3,0
2008-08-22 02:01:00,-1.22,-0.01,54.37,0.03,17.63,8.34,5.58,3.2,-6411.75,69.01,0
2008-08-22 02:25:00,1.23,-0.01,55.06,0.03,19.18,7.71,14.78,5.29,-5453.5,68.19,0
2008-08-22 02:52:00,2.84,-0.01,52.4,0.04,16.65,10.21,10.28,4.19,-6487.25,68.56,0
2008-08-22 03:18:00,5.91,-0.0,85.79,0.03,21.77,9.61,5.65,4.38,-6465.0,68.33,0
2008-08-22 03:58:00,4.5,-0.01,54.03,0.03,12.17,5.62,11.05,8.16,-5220.25,67.68,0
2008-08-22 04:40:00,3.26,-0.01,49.37,0.03,23.01,12.75,5.92,4.53,-6400.25,65.69,0
2008-08-22 04:57:00,4.15,-0.0,122.73,0.03,19.8,17.16,8.19,9.02,-5566.75,67.06,0
2008-08-22 05:21:00,4.46,-0.01,59.36,0.03,8.66,5.93,3.54,4.94,-5655.25,67.19,0
2008-08-22 05:31:00,0.46,-0.01,86.96,0.03,20.91,7.08,5.04,2.36,-6501.5,67.77,0
2008-08-22 05:32:00,-1.08,-0.01,19.86,0.03,12.15,7.45,4.44,3.65,-5583.25,60.07,0
2008-08-22 06:00:00,11.0,-0.01,64.62,0.03,17.36,6.22,14.01,4.63,-5633.25,67.49,1
2008-08-22 07:04:00,2.01,-0.01,20.85,0.01,20.94,10.71,4.38,3.77,-6572.75,67.09,0
2008-08-22 07:17:00,18.4,-0.01,26.77,0.03,20.49,14.15,5.17,4.26,-6271.0,67.89,0
2008-08-22 07:27:00,0.3,-0.01,46.93,0.02,18.3,7.68,6.89,3.53,-6259.5,68.94,0
2008-08-22 09:29:00,22.76,-0.01,35.58,0.04,21.87,14.52,5.36,6.43,-6418.25,65.58,0
2008-08-22 09:29:00,6.15,-0.01,54.88,0.02,16.61,4.11,12.28,2.3,-5487.25,68.61,0
2008-08-22 10:01:00,20.26,-0.01,41.92,0.07,16.57,10.27,4.74,4.13,-6282.5,67.37,0
2008-08-22 10:18:00,-3.09,-0.01,46.56,0.02,9.54,4.32,14.67,4.28,-5595.75,67.24,0
2008-08-22 10:47:00,1.99,-0.01,39.34,0.02,13.62,7.91,4.67,3.5,-5349.75,68.39,0
2008-08-22 11:32:00,8.3,-0.01,37.85,0.02,15.52,9.92,7.85,3.91,-5679.0,68.18,0
2008-08-22 12:13:00,3.0,-0.01,51.44,0.02,22.84,12.95,6.4,4.25,-6449.25,59.4,0
2008-08-22 12:37:00,4.56,-0.01,64.11,0.05,11.69,6.33,17.42,6.74,-5469.75,66.3,0
2008-08-22 12:42:00,1.14,-0.01,58.89,0.02,12.29,7.16,13.03,4.64,-5532.25,67.28,0
2008-08-22 13:22:00,8.82,-0.01,62.44,0.02,21.85,9.76,4.13,4.2,-6554.75,69.62,0
2008-08-22 14:45:00,2.43,-0.01,20.41,0.02,15.64,10.42,7.55,3.92,-6489.25,66.17,0
2008-08-22 15:25:00,-28.99,-0.0,174.81,0.04,17.1,13.71,8.48,3.5,-5563.5,65.37,0
2008-08-22 15:39:00,6.6,-0.01,44.32,0.02,17.78,9.54,5.41,4.29,-6506.75,68.94,0
2008-08-22 15:54:00,25.27,-0.01,45.35,0.03,10.82,11.82,14.22,5.91,-5142.25,68.8,0
2008-08-22 19:14:00,-5.72,-0.01,49.03,0.01,16.67,7.99,8.9,4.65,-5282.75,71.23,1
2008-08-22 23:46:00,-1.43,-0.01,31.43,0.01,25.4,12.65,41.76,3.69,-6047.0,70.06,0
2008-08-22 23:47:00,-0.33,-0.01,73.66,0.02,23.37,10.67,6.82,3.91,-6336.0,69.59,0
2008-08-22 23:49:00,0.57,-0.01,36.77,0.02,21.69,14.93,35.15,3.73,-5932.0,67.82,0
2008-08-22 23:56:00,2.95,-0.01,42.42,0.02,23.86,8.51,14.74,6.8,-5427.75,65.71,0
2008-08-23 02:04:00,7.77,-0.01,73.1,0.02,20.82,10.71,3.34,3.11,-6467.25,68.77,0
2008-08-23 03:26:00,2.75,-0.01,70.45,0.02,21.43,13.81,7.11,4.81,-6313.25,66.53,0
2008-08-23 04:50:00,15.81,-0.01,66.67,0.04,14.61,12.97,4.44,3.54,-5471.25,67.96,0
2008-08-23 04:52:00,3.49,-0.01,18.7,0.01,18.51,16.88,15.53,5.24,-5493.25,70.96,0
2008-08-23 05:57:00,1.27,-0.01,37.02,0.03,21.26,12.28,6.54,5.49,-6374.75,68.66,0
2008-08-23 05:57:00,4.79,-0.01,55.04,0.03,15.35,8.65,8.6,3.81,-6381.5,66.7,0
2008-08-23 05:58:00,14.73,-0.01,68.06,0.02,14.44,7.09,9.56,6.08,-5313.5,69.66,0
2008-08-23 05:58:00,-8.4,-0.01,59.21,0.04,31.6,14.5,18.14,5.97,-5474.25,59.98,0
2008-08-23 09:24:00,1.22,-0.01,33.75,0.02,25.52,6.25,11.45,3.23,-5587.25,68.71,0
2008-08-23 12:58:00,1.03,-0.01,35.66,0.02,16.72,8.11,4.76,1.25,-5421.5,67.51,0
2008-08-23 13:02:00,1.06,-0.01,35.7,0.01,18.63,12.28,6.09,5.56,-6256.5,69.82,0
2008-08-23 15:10:00,1.62,-0.01,36.02,0.02,17.02,10.16,3.17,2.21,-6370.75,70.04,0
2008-08-23 15:29:00,2.42,-0.01,40.49,0.01,102.52,3.27,9.13,3.79,-5311.5,70.39,1
2008-08-24 02:32:00,-7.16,-0.01,62.75,0.02,14.16,10.32,11.38,5.23,-6264.0,69.24,0
2008-08-24 04:00:00,0.7,-0.01,84.93,0.02,11.9,9.98,30.61,6.43,-4750.75,66.4,0
2008-08-24 07:12:00,2.6,-0.01,67.0,0.02,28.97,3.7,20.68,4.98,-5879.75,68.93,0
2008-08-24 07:14:00,-0.41,-0.01,44.15,0.02,26.89,12.35,5.43,8.25,-5433.25,68.23,0
2008-08-24 10:09:00,-5.02,-0.0,113.33,0.03,19.16,11.47,4.44,4.2,-6443.5,62.98,0
2008-08-24 10:14:00,-0.72,-0.01,47.3,0.02,17.78,2.25,11.59,4.68,-5468.75,69.91,0
2008-08-24 13:03:00,1.95,-0.01,91.99,0.04,14.58,14.19,16.8,4.18,-5410.5,69.01,1
2008-08-25 09:29:00,1.33,-0.01,51.3,0.01,27.53,14.42,11.64,5.76,-6375.75,66.82,0
2008-08-27 00:46:00,-6.86,-0.01,32.33,0.03,17.23,6.69,5.98,4.23,-6421.0,68.31,0
2008-08-27 11:38:00,7.06,-0.01,44.49,0.01,24.42,14.46,5.33,4.69,-6507.5,68.22,0
2008-08-27 12:22:00,2.21,-0.01,67.88,0.01,15.07,7.5,2.04,1.76,-6461.0,70.47,0
2008-08-27 13:35:00,7.94,-0.01,46.66,0.01,20.09,3.62,10.61,3.45,-5411.5,70.54,0
2008-08-27 14:18:00,0.87,-0.01,47.45,0.01,24.34,12.96,6.24,4.19,-6409.5,70.17,0
2008-08-27 17:14:00,3.99,-0.01,51.64,0.01,11.78,1.35,14.24,4.66,-5546.5,70.16,0
2008-08-27 22:48:00,4.45,-0.01,66.84,0.01,25.99,13.48,5.37,5.47,-6466.25,67.06,0
2008-08-27 22:58:00,168.15,-0.01,68.75,0.01,4.98,8.0,15.03,5.68,-5430.0,68.09,0
2008-08-28 03:03:00,-0.28,-0.01,60.57,0.03,18.26,15.03,6.14,3.78,-5183.0,67.04,0
2008-08-28 03:04:00,2.06,-0.01,77.71,0.01,10.92,6.61,7.73,4.81,-5353.25,67.79,0
2008-08-28 03:29:00,1.74,-0.01,53.5,0.03,21.52,15.56,41.88,8.74,-5763.75,67.44,0
2008-08-28 03:38:00,3.12,-0.01,49.85,0.02,11.37,7.34,7.56,4.36,-5474.75,67.36,0
2008-08-28 03:45:00,0.28,-0.01,49.25,0.03,3.63,8.63,30.67,4.12,-6211.25,65.13,0
2008-08-28 04:10:00,4.06,-0.01,73.58,0.02,22.94,13.21,4.78,3.46,-6252.75,68.66,0
2008-08-28 04:20:00,-0.32,-0.0,148.99,0.03,10.47,9.56,6.69,6.93,-5288.5,69.19,0
2008-08-28 04:54:00,-0.06,-0.01,32.45,0.03,14.68,6.38,16.27,4.69,-5328.0,66.93,0
2008-08-28 05:00:00,36.37,-0.01,68.28,0.02,20.78,11.42,9.28,4.86,-6334.5,69.8,0
2008-08-28 06:15:00,1.03,-0.01,46.18,0.02,8.98,11.02,7.42,6.81,-5711.0,67.27,0
2008-08-28 06:39:00,1.96,-0.01,20.57,0.02,9.38,1.17,14.52,4.07,-5662.25,70.78,0
2008-08-28 06:56:00,1.64,-0.01,24.62,0.02,21.42,10.62,6.58,4.19,-6310.25,67.49,0
2008-08-28 07:40:00,-1.22,-0.01,26.24,0.02,14.97,9.82,23.0,4.91,-5686.75,70.51,0
2008-08-28 07:51:00,8.84,-0.01,31.77,0.02,4.79,4.16,16.73,4.65,-5402.5,68.79,0
2008-08-28 08:41:00,-1.13,-0.01,25.98,0.01,18.84,13.28,6.53,5.78,-6539.75,70.77,0
2008-08-28 09:46:00,2.94,-0.01,35.07,0.03,24.56,12.64,6.31,3.59,-6389.5,68.29,0
2008-08-28 09:49:00,-4.48,-0.01,74.64,0.03,25.82,12.16,8.98,4.77,-6468.0,66.16,0
