측정시간,로트번호,웨이퍼번호,설비번호,공정명,작업조,온도_섭씨,압력_Pa,진공도_mTorr,두께_nm,진동_mm_s,처리시간_sec,냉각수온도_섭씨,습도_pct,불량유형,검사결과
2024-04-08 22:00,LOT-0464,23,EQ-02,증착,B조,304.9,1016.1,4.95,100.92,0.543,117.5,21.94,40.2,,0
2024-04-09 01:00,LOT-0354,25,EQ-04,포토,B조,302.5,1010.5,4.59,102.2,0.512,112.7,19.38,42.9,,0
2024-04-09 02:00,LOT-0842,6,EQ-04,증착,A조,300.0,1027.2,5.42,96.69,0.563,122.9,21.16,45.2,,0
2024-04-09 10:00,LOT-0245,5,EQ-01,산화,C조,298.3,1000.6,4.69,103.46,0.577,130.9,19.62,43.2,,0
2024-04-09 15:00,LOT-0845,14,EQ-01,포토,A조,298.5,998.1,4.14,95.59,0.6,120.6,21.59,40.4,,0
2024-04-09 22:00,LOT-0522,17,EQ-04,식각,C조,298.8,1027.2,5.6,102.99,0.576,118.8,23.13,42.7,,0
2024-04-09 23:00,LOT-0060,5,EQ-01,증착,B조,300.6,1011.5,5.07,98.83,0.444,115.5,19.0,43.3,,0
2024-04-10 05:00,LOT-0092,11,EQ-03,산화,C조,298.0,1019.4,4.66,97.4,0.438,105.8,20.26,40.4,,0
2024-04-10 07:00,LOT-0699,7,EQ-03,산화,C조,296.2,1031.0,4.5,101.09,0.5,125.3,19.31,49.4,,0
2024-04-10 19:00,LOT-0392,15,EQ-04,식각,B조,306.5,1025.4,4.66,104.9,0.519,113.9,20.44,42.1,,0
2024-04-11 00:00,LOT-0365,16,EQ-01,식각,B조,303.7,996.7,4.93,100.63,0.528,111.7,19.86,45.2,,0
2024-04-11 03:00,LOT-0835,4,EQ-01,식각,C조,299.9,1008.2,4.76,94.87,0.456,116.4,20.57,54.6,,0
2024-04-11 05:00,LOT-0559,15,EQ-02,식각,B조,296.9,999.6,4.49,97.02,0.713,119.8,19.92,39.8,,0
2024-04-11 09:00,LOT-0543,10,EQ-03,포토,A조,304.2,1017.4,4.83,104.63,0.537,117.0,19.29,39.0,,0
2024-04-11 14:00,LOT-0573,24,EQ-01,식각,C조,301.8,1006.3,4.51,100.18,0.411,119.9,19.53,51.4,,0
2024-04-12 05:00,LOT-0157,14,EQ-04,증착,C조,297.3,1022.3,5.11,99.11,0.527,126.4,21.92,40.5,,0
2024-04-12 06:00,LOT-0674,19,EQ-02,세정,A조,303.4,1001.5,5.38,101.49,0.622,119.8,18.27,43.5,,0
2024-04-12 10:00,LOT-0393,10,EQ-01,식각,B조,304.6,1023.1,4.76,102.76,0.546,113.5,21.34,40.1,,0
2024-04-12 12:00,LOT-0750,14,EQ-02,식각,C조,286.0,1005.9,5.19,93.76,0.64,115.5,22.96,40.0,,0
2024-04-12 18:00,LOT-0752,8,EQ-01,세정,C조,295.8,1015.0,4.89,99.69,0.521,116.7,20.02,43.9,,0
2024-04-13 05:00,LOT-0167,8,EQ-02,증착,B조,301.8,994.5,4.49,98.24,0.544,120.2,20.52,45.2,,0
2024-04-13 16:00,LOT-0881,6,EQ-03,산화,C조,297.5,1021.8,4.76,99.23,0.538,123.9,20.27,45.6,,0
2024-04-13 18:00,LOT-0897,18,EQ-04,산화,B조,301.0,1002.9,4.5,98.24,0.542,130.7,19.26,49.2,,0
2024-04-13 19:00,LOT-0462,17,EQ-03,산화,A조,296.4,1009.1,5.17,101.55,0.544,115.5,20.31,36.8,,0
2024-04-13 22:00,LOT-0503,19,EQ-02,식각,C조,319.3,1000.6,5.1,108.11,0.631,113.1,18.05,44.3,,0
2024-04-14 00:00,LOT-0686,23,EQ-03,산화,B조,298.6,1035.9,4.59,100.75,0.581,111.7,19.66,45.4,,0
2024-04-14 09:00,LOT-0266,15,EQ-04,포토,C조,299.8,1008.0,4.85,98.26,0.465,114.6,19.38,47.1,전기적 특성 불량,1
2024-04-14 18:00,LOT-0523,1,EQ-03,세정,A조,297.2,1031.1,4.51,97.14,0.447,126.2,17.58,42.7,,0
2024-04-14 19:00,LOT-0385,8,EQ-02,증착,C조,306.4,1029.4,4.98,101.1,0.614,125.8,19.94,51.5,,0
2024-04-14 22:00,LOT-0863,1,EQ-04,포토,B조,304.3,1019.4,5.17,101.32,0.445,116.3,20.23,41.6,,0
2024-04-15 06:00,LOT-0235,10,EQ-04,산화,B조,299.9,1009.4,5.08,100.25,0.472,114.8,20.48,48.0,,0
2024-04-15 08:00,LOT-0565,17,EQ-03,포토,B조,303.1,1034.6,5.85,99.84,0.5,129.4,21.7,43.3,식각 부족,1
2024-04-15 17:00,LOT-0354,14,EQ-04,증착,A조,300.1,997.7,4.4,100.67,0.474,117.4,21.12,50.0,,0
2024-04-15 22:00,LOT-0759,4,EQ-01,증착,C조,310.4,1011.3,4.95,105.43,0.376,110.3,21.07,48.4,,0
2024-04-16 01:00,LOT-0834,25,EQ-04,포토,B조,304.5,1010.1,4.51,100.51,0.484,109.9,21.2,44.6,파티클,1
2024-04-16 07:00,LOT-0569,22,EQ-01,포토,A조,303.6,1010.4,5.72,106.1,0.529,123.5,18.69,42.5,,0
2024-04-16 13:00,LOT-0551,17,EQ-04,세정,C조,296.7,1014.4,5.26,99.23,0.508,121.8,22.84,39.7,,0
2024-04-16 14:00,LOT-0188,13,EQ-02,식각,B조,293.9,1023.0,4.6,91.7,0.655,118.7,19.12,48.5,,0
2024-04-16 20:00,LOT-0260,7,EQ-03,식각,C조,296.7,1033.5,5.65,100.27,0.382,122.4,20.23,54.7,,0
2024-04-16 22:00,LOT-0316,4,EQ-02,세정,B조,307.1,1010.0,5.05,105.96,0.615,121.0,20.63,41.8,패턴 불량,1
2024-04-17 00:00,LOT-0165,12,EQ-04,산화,A조,297.6,1007.8,4.76,97.03,0.59,111.0,18.97,46.3,,0
2024-04-17 09:00,LOT-0881,15,EQ-03,식각,C조,298.8,1029.5,4.7,101.75,0.406,124.7,19.19,44.4,,0
2024-04-17 18:00,LOT-0287,9,EQ-04,산화,B조,303.0,1013.0,5.62,100.76,0.44,121.0,20.77,49.3,,0
2024-04-18 09:00,LOT-0671,19,EQ-01,포토,A조,299.7,1002.8,5.58,102.38,0.477,122.9,15.79,44.1,,0
2024-04-18 11:00,LOT-0788,25,EQ-02,산화,A조,300.9,1009.1,4.59,99.56,0.585,114.9,21.3,45.1,,0
2024-04-18 12:00,LOT-0617,12,EQ-04,산화,C조,301.3,1003.5,5.39,98.97,0.533,117.0,19.67,38.6,,0
2024-04-18 15:00,LOT-0556,10,EQ-03,포토,C조,303.6,1036.7,4.93,99.96,0.569,118.0,20.0,41.2,,0
2024-04-18 19:00,LOT-0579,4,EQ-02,산화,C조,298.6,1010.6,5.53,99.41,0.697,126.4,20.83,43.7,,0
2024-04-19 04:00,LOT-0437,22,EQ-03,증착,B조,297.8,1020.6,4.77,99.61,0.523,114.0,20.89,42.9,파티클,1
2024-04-19 08:00,LOT-0523,10,EQ-03,세정,A조,292.0,1036.3,4.96,94.63,0.521,121.3,20.59,45.5,,0
2024-04-19 10:00,LOT-0680,9,EQ-01,식각,A조,299.2,1005.9,4.89,101.41,0.489,125.1,20.0,40.2,,0
2024-04-19 14:00,LOT-0865,16,EQ-03,식각,A조,301.0,1013.0,5.26,100.12,0.441,126.6,19.99,47.6,오염,1
2024-04-20 06:00,LOT-0668,6,EQ-01,증착,B조,298.0,994.9,4.9,95.53,0.461,131.7,20.21,46.4,,0
2024-04-20 09:00,LOT-0156,22,EQ-03,식각,B조,306.4,1030.2,4.76,103.62,0.581,118.4,19.71,45.1,,0
2024-04-20 16:00,LOT-0038,16,EQ-01,포토,A조,296.5,999.5,4.38,99.37,0.587,126.7,20.28,45.6,,0
2024-04-20 17:00,LOT-0440,7,EQ-01,세정,B조,308.6,1014.0,5.16,106.37,0.552,118.9,18.89,40.5,,0
2024-04-21 07:00,LOT-0520,7,EQ-04,산화,A조,301.8,1025.5,4.94,98.07,0.478,126.8,19.01,48.4,,0
2024-04-21 11:00,LOT-0056,20,EQ-04,산화,C조,306.0,1011.6,5.48,105.63,0.516,106.4,20.87,49.2,,0
2024-04-21 12:00,LOT-0772,5,EQ-01,세정,C조,296.6,999.1,5.06,99.64,0.542,114.6,17.72,41.6,,0
2024-04-21 13:00,LOT-0598,12,EQ-02,식각,B조,296.3,1017.8,4.32,99.93,0.587,123.5,18.53,45.6,,0
2024-04-22 02:00,LOT-0094,8,EQ-04,산화,A조,292.6,1033.2,4.95,91.95,0.46,121.6,19.83,40.2,,0
2024-04-22 03:00,LOT-0811,24,EQ-03,산화,B조,305.5,1012.0,4.21,98.64,0.558,118.3,18.8,43.1,,0
2024-04-22 04:00,LOT-0473,20,EQ-04,포토,B조,307.9,1021.9,5.12,105.07,0.431,117.9,20.98,43.9,,0
2024-04-22 18:00,LOT-0307,11,EQ-03,산화,C조,300.2,1021.1,5.11,100.62,0.506,124.3,20.38,49.0,,0
2024-04-22 21:00,LOT-0650,24,EQ-03,식각,B조,291.9,1030.4,4.59,92.62,0.49,120.4,22.36,39.5,,0
2024-04-22 22:00,LOT-0310,9,EQ-04,산화,B조,307.1,1002.0,4.99,100.25,0.602,120.1,19.05,47.5,,0
2024-04-23 01:00,LOT-0145,11,EQ-01,증착,B조,299.2,1015.2,4.74,101.22,0.513,112.0,20.61,42.8,,0
2024-04-23 02:00,LOT-0650,25,EQ-03,세정,A조,302.8,1011.7,4.89,102.02,0.581,118.3,20.03,43.3,,0
2024-04-23 04:00,LOT-0259,23,EQ-03,포토,A조,298.9,1028.6,5.33,100.51,0.367,126.4,19.68,41.1,,0
2024-04-23 06:00,LOT-0166,25,EQ-04,증착,A조,300.2,1014.7,5.16,101.52,0.531,118.1,15.94,45.2,파티클,1
2024-04-23 08:00,LOT-0703,14,EQ-03,세정,A조,296.5,1044.5,4.8,98.12,0.406,123.6,20.32,42.0,,0
2024-04-23 13:00,LOT-0013,1,EQ-02,산화,B조,296.4,1013.7,4.75,98.5,0.57,113.8,20.12,41.3,,0
2024-04-24 01:00,LOT-0311,18,EQ-04,식각,B조,303.4,1014.8,4.83,102.55,0.529,119.6,20.68,46.3,,0
2024-04-24 04:00,LOT-0693,3,EQ-04,세정,B조,309.2,1008.2,5.2,102.32,0.552,115.5,18.49,39.7,,0
2024-04-24 08:00,LOT-0490,5,EQ-04,세정,A조,302.5,1011.5,4.05,99.99,0.347,121.3,17.61,42.3,,0
2024-04-24 09:00,LOT-0335,22,EQ-03,식각,B조,300.7,1026.4,5.14,97.7,0.488,125.6,20.18,45.1,,0
2024-04-24 10:00,LOT-0502,25,EQ-04,세정,A조,300.0,1028.6,4.77,97.6,0.474,123.0,19.92,44.8,전기적 특성 불량,1
2024-04-24 17:00,LOT-0556,25,EQ-03,식각,C조,301.2,1030.6,5.45,97.41,0.522,124.6,17.38,45.1,두께 불량,1
2024-04-24 21:00,LOT-0658,3,EQ-03,증착,B조,302.0,1026.2,4.97,95.44,0.484,120.8,20.41,49.1,,0
2024-04-25 00:00,LOT-0108,22,EQ-02,식각,C조,306.3,1012.2,5.11,104.4,0.682,122.5,21.03,40.0,,0
2024-04-25 05:00,LOT-0240,10,EQ-01,세정,B조,293.5,1010.5,4.64,95.6,0.531,124.1,20.84,50.3,,0
2024-04-25 11:00,LOT-0556,11,EQ-01,식각,A조,298.5,1014.7,4.59,98.94,0.529,119.4,20.81,45.5,,0
2024-04-26 00:00,LOT-0740,22,EQ-02,산화,B조,310.0,1022.4,4.84,103.73,0.539,120.4,20.49,45.6,,0
2024-04-26 08:00,LOT-0700,3,EQ-01,증착,C조,300.8,1008.3,5.35,98.68,0.456,121.4,18.97,46.3,,0
2024-04-26 18:00,LOT-0398,20,EQ-04,세정,A조,307.2,1018.8,4.84,103.87,0.548,117.2,20.29,42.8,정렬 불량,1
2024-04-27 04:00,LOT-0839,7,EQ-01,산화,B조,294.6,1012.4,4.53,98.02,0.538,118.3,20.4,48.7,,0
2024-04-27 05:00,LOT-0198,20,EQ-03,식각,B조,300.1,1021.9,4.66,101.95,0.461,114.4,24.01,44.4,정렬 불량,1
2024-04-27 07:00,LOT-0858,16,EQ-04,포토,A조,306.7,999.4,4.92,104.92,0.54,118.0,21.3,42.8,,0
2024-04-27 17:00,LOT-0319,10,EQ-04,식각,A조,296.6,1011.3,4.87,97.17,0.433,121.1,20.96,42.8,,0
2024-04-27 23:00,LOT-0893,18,EQ-02,식각,B조,300.9,1018.6,5.36,103.49,0.661,122.1,20.86,38.7,,0
2024-04-28 03:00,LOT-0840,5,EQ-03,증착,C조,306.5,1035.9,5.14,105.02,0.418,128.6,18.65,45.4,,0
2024-04-28 20:00,LOT-0105,23,EQ-04,포토,C조,304.4,1005.8,4.8,104.83,0.469,119.9,20.77,48.4,,0
2024-04-28 21:00,LOT-0066,1,EQ-01,산화,B조,296.5,1009.0,4.85,98.37,0.427,122.1,20.44,47.1,파티클,1
2024-04-29 05:00,LOT-0138,9,EQ-03,세정,A조,304.6,1024.9,4.24,103.3,0.453,119.0,20.84,42.7,,0
2024-04-29 10:00,LOT-0778,4,EQ-01,증착,C조,293.8,1019.4,5.15,93.29,0.384,116.9,19.3,50.0,,0
2024-04-29 14:00,LOT-0078,18,EQ-01,증착,C조,297.8,1010.0,4.96,98.64,0.448,111.1,19.21,50.0,,0
2024-04-29 17:00,LOT-0584,6,EQ-04,식각,A조,298.0,1016.6,4.9,94.26,0.517,126.9,18.82,46.5,,0
2024-04-29 20:00,LOT-0054,8,EQ-01,산화,B조,303.3,996.3,4.55,100.99,0.493,119.6,20.11,49.1,두께 불량,1
2024-04-30 00:00,LOT-0549,21,EQ-01,세정,B조,299.4,1009.7,5.23,97.72,0.43,122.2,19.41,43.6,,0
2024-04-30 07:00,LOT-0256,6,EQ-02,세정,B조,295.5,1017.7,5.43,95.58,0.606,121.4,22.16,48.1,,0
2024-04-30 08:00,LOT-0562,23,EQ-01,산화,C조,292.9,1003.5,5.23,96.31,0.483,122.1,21.45,44.8,,0
2024-04-30 09:00,LOT-0151,17,EQ-02,식각,B조,288.2,1009.4,5.33,93.38,0.631,112.6,20.64,40.1,오염,1
2024-04-30 20:00,LOT-0630,11,EQ-02,산화,B조,303.8,1005.5,4.73,101.4,0.626,120.4,19.27,47.8,,0
2024-04-30 23:00,LOT-0820,9,EQ-01,산화,C조,297.3,1009.4,5.06,101.3,0.488,122.8,19.37,38.7,,0
2024-05-01 02:00,LOT-0793,22,EQ-02,산화,A조,300.2,1007.8,4.78,99.4,0.615,124.7,20.74,42.2,,0
2024-05-01 05:00,LOT-0327,22,EQ-03,식각,A조,295.4,1010.0,5.57,96.7,0.528,117.1,18.82,42.7,,0
2024-05-02 15:00,LOT-0420,5,EQ-03,식각,A조,299.1,1022.7,5.3,100.72,0.462,122.5,21.23,48.4,,0
2024-05-02 18:00,LOT-0633,23,EQ-02,산화,C조,294.1,1013.9,4.99,97.44,0.649,115.1,20.67,50.4,,0
2024-05-02 19:00,LOT-0052,8,EQ-03,세정,A조,299.7,1031.1,5.7,95.09,0.549,124.4,22.21,48.8,,0
2024-05-02 22:00,LOT-0205,1,EQ-03,증착,B조,302.4,1043.1,5.35,103.27,0.615,119.9,20.94,45.4,,0
2024-05-03 02:00,LOT-0768,14,EQ-04,식각,C조,303.4,995.8,5.16,99.22,0.481,121.7,19.47,48.7,,0
2024-05-03 09:00,LOT-0146,10,EQ-04,포토,C조,298.5,1001.0,5.1,102.89,0.49,125.0,18.13,46.8,,0
2024-05-03 14:00,LOT-0665,16,EQ-01,증착,C조,305.8,1016.9,5.53,103.26,0.547,128.8,18.89,45.4,,0
2024-05-03 17:00,LOT-0671,2,EQ-03,산화,A조,300.9,1029.9,4.87,100.69,0.465,123.7,21.86,45.9,,0
2024-05-03 20:00,LOT-0780,15,EQ-04,산화,C조,302.3,1021.3,5.28,102.98,0.511,115.0,18.89,47.2,파티클,1
2024-05-03 21:00,LOT-0846,25,EQ-02,증착,A조,299.0,1011.0,5.05,97.36,0.667,119.0,23.63,41.1,,0
2024-05-04 01:00,LOT-0383,6,EQ-02,증착,B조,300.7,1006.3,5.38,98.63,0.596,136.4,18.8,46.5,,0
2024-05-04 05:00,LOT-0233,14,EQ-04,식각,A조,293.4,1014.1,5.32,96.5,0.495,121.4,20.31,52.2,,0
2024-05-04 09:00,LOT-0291,24,EQ-03,포토,C조,304.2,1030.7,4.91,103.27,0.48,114.8,21.2,45.1,,0
2024-05-04 11:00,LOT-0470,10,EQ-04,세정,A조,306.0,1004.7,4.43,106.32,0.442,121.9,19.52,42.9,,0
2024-05-04 20:00,LOT-0215,3,EQ-03,식각,A조,301.9,1020.9,4.95,101.04,0.472,116.5,19.65,47.6,,0
2024-05-05 02:00,LOT-0680,22,EQ-04,식각,B조,301.9,1006.5,4.7,102.87,0.505,115.2,21.01,46.5,전기적 특성 불량,1
2024-05-05 03:00,LOT-0265,3,EQ-04,산화,B조,294.2,1017.6,5.19,98.1,0.44,119.2,18.44,45.7,,0
2024-05-05 07:00,LOT-0379,15,EQ-01,증착,C조,299.9,999.8,5.31,98.69,0.497,112.4,21.64,40.2,,0
2024-05-05 12:00,LOT-0083,2,EQ-04,세정,C조,307.3,1014.0,4.8,103.09,0.524,110.8,23.0,43.2,,0
2024-05-05 13:00,LOT-0455,23,EQ-02,포토,C조,299.8,1024.4,5.12,100.7,0.618,113.2,20.28,43.1,,0
2024-05-06 01:00,LOT-0812,7,EQ-03,산화,A조,301.3,1014.9,4.83,104.55,0.454,122.4,19.8,40.7,,0
2024-05-06 03:00,LOT-0869,14,EQ-04,식각,B조,298.8,1027.1,4.89,98.4,0.462,116.5,18.8,41.6,,0
2024-05-06 10:00,LOT-0659,19,EQ-02,식각,C조,304.1,1011.4,5.09,103.42,0.617,126.3,19.87,41.5,,0
2024-05-06 11:00,LOT-0250,6,EQ-01,세정,C조,302.6,1010.7,5.04,98.48,0.45,118.9,19.84,47.7,,0
2024-05-06 12:00,LOT-0493,14,EQ-02,산화,B조,300.1,999.2,5.48,97.28,0.675,116.6,18.89,42.6,,0
2024-05-06 20:00,LOT-0822,3,EQ-01,식각,A조,298.8,1014.3,4.56,104.39,0.552,119.1,20.31,48.0,,0
2024-05-06 21:00,LOT-0815,16,EQ-04,세정,C조,291.9,1000.1,5.56,98.12,0.552,129.6,19.27,48.6,,0
2024-05-07 11:00,LOT-0297,12,EQ-04,증착,C조,297.7,1017.8,5.24,94.41,0.474,116.7,18.42,43.1,,0
2024-05-07 17:00,LOT-0140,24,EQ-01,산화,B조,300.3,1004.3,4.66,97.51,0.455,127.2,18.78,41.8,,0
2024-05-07 23:00,LOT-0646,1,EQ-04,세정,B조,299.0,1019.3,5.09,97.38,0.457,121.3,19.16,43.6,정렬 불량,1
2024-05-08 14:00,LOT-0440,5,EQ-03,식각,B조,302.5,1026.8,4.77,97.25,0.536,110.3,19.54,40.2,,0
2024-05-09 03:00,LOT-0277,4,EQ-01,세정,B조,298.0,1011.2,5.5,96.27,0.543,126.0,19.49,45.0,,0
2024-05-09 13:00,LOT-0028,23,EQ-04,산화,B조,304.1,1022.6,5.2,102.62,0.472,123.1,19.63,49.1,,0
2024-05-09 15:00,LOT-0222,2,EQ-01,포토,A조,303.4,1010.2,5.12,100.72,0.556,128.0,19.49,43.4,,0
2024-05-09 17:00,LOT-0395,9,EQ-03,포토,B조,306.0,1040.9,4.9,101.69,0.427,120.6,19.83,42.3,,0
2024-05-09 18:00,LOT-0818,15,EQ-01,포토,C조,291.7,994.1,5.06,94.7,0.607,121.0,19.66,46.7,,0
2024-05-09 19:00,LOT-0190,5,EQ-03,포토,B조,297.4,1030.3,4.81,99.91,0.479,126.6,20.71,40.5,,0
2024-05-09 22:00,LOT-0439,16,EQ-01,포토,B조,297.8,1006.9,4.61,101.6,0.499,116.2,20.34,46.4,,0
2024-05-10 01:00,LOT-0417,3,EQ-02,산화,A조,299.0,1006.0,5.16,100.26,0.799,114.7,22.19,46.0,,0
2024-05-10 05:00,LOT-0746,2,EQ-03,증착,B조,296.0,1033.4,5.19,96.32,0.555,122.3,21.33,47.5,,0
2024-05-10 09:00,LOT-0105,12,EQ-01,식각,B조,297.7,1007.6,5.08,99.37,0.472,128.4,20.95,47.5,,0
2024-05-10 10:00,LOT-0158,11,EQ-02,세정,B조,301.5,1013.6,5.47,101.43,0.638,114.9,19.19,46.5,,0
2024-05-10 17:00,LOT-0317,13,EQ-01,식각,C조,297.4,1005.2,5.48,99.03,0.491,121.9,20.12,45.7,,0
2024-05-11 06:00,LOT-0347,23,EQ-02,산화,A조,298.1,1009.6,5.02,99.12,0.537,114.5,20.3,46.8,,0
2024-05-11 07:00,LOT-0768,18,EQ-02,식각,C조,300.6,997.0,5.0,99.36,0.636,124.8,19.05,49.0,두께 불량,1
2024-05-11 10:00,LOT-0597,10,EQ-02,산화,C조,311.4,1017.9,5.28,105.74,0.649,118.6,18.69,43.5,전기적 특성 불량,1
2024-05-11 16:00,LOT-0013,24,EQ-01,포토,C조,298.3,1011.6,4.65,100.02,0.553,114.5,17.85,51.0,,0
2024-05-12 04:00,LOT-0647,18,EQ-02,증착,A조,293.2,1015.3,4.82,97.58,0.708,109.3,20.21,46.7,,0
2024-05-12 05:00,LOT-0397,15,EQ-03,포토,A조,298.1,999.3,4.52,99.5,0.452,109.5,17.66,51.3,,0
2024-05-12 08:00,LOT-0506,10,EQ-02,식각,C조,315.6,1010.5,5.49,110.59,0.681,120.4,18.64,42.2,,0
2024-05-12 12:00,LOT-0354,13,EQ-01,산화,A조,297.4,1008.6,5.34,102.99,0.479,117.3,19.18,40.2,,0
2024-05-12 21:00,LOT-0122,12,EQ-04,식각,B조,305.2,1010.6,5.12,99.71,0.582,129.0,20.02,42.7,,0
2024-05-13 11:00,LOT-0147,13,EQ-04,세정,B조,303.1,1010.9,4.97,101.2,0.471,116.9,19.04,46.0,,0
2024-05-13 17:00,LOT-0580,16,EQ-04,포토,B조,303.0,1012.5,5.18,100.0,0.568,115.9,17.53,43.4,,0
2024-05-13 20:00,LOT-0581,9,EQ-03,포토,C조,300.7,1023.7,5.01,99.89,0.536,118.9,21.7,45.9,,0
2024-05-14 04:00,LOT-0108,4,EQ-04,식각,B조,298.7,1006.4,4.21,99.74,0.396,114.6,19.52,44.2,,0
2024-05-14 07:00,LOT-0336,10,EQ-03,식각,B조,293.9,1018.9,4.95,95.9,0.561,119.4,20.28,47.6,,0
2024-05-14 09:00,LOT-0756,11,EQ-01,증착,C조,295.7,999.1,4.68,98.59,0.47,113.8,19.38,44.1,,0
2024-05-14 10:00,LOT-0545,1,EQ-02,산화,C조,290.1,1011.8,4.95,92.54,0.667,121.1,19.64,48.1,,0
2024-05-15 11:00,LOT-0030,24,EQ-03,세정,A조,295.1,1031.3,4.05,97.44,0.559,120.9,21.99,39.6,,0
2024-05-15 17:00,LOT-0655,14,EQ-01,증착,C조,299.4,1008.4,4.83,99.09,0.581,111.4,20.8,48.8,,0
2024-05-17 01:00,LOT-0588,14,EQ-02,포토,A조,310.3,1015.2,4.84,100.38,0.584,114.6,21.9,43.2,,0
2024-05-17 08:00,LOT-0530,23,EQ-04,포토,C조,294.0,1010.6,5.15,93.04,0.513,114.5,19.32,51.8,,0
2024-05-17 10:00,LOT-0676,4,EQ-01,식각,C조,299.7,1009.0,5.14,99.81,0.499,130.6,21.23,49.6,,0
2024-05-17 11:00,LOT-0559,9,EQ-02,포토,C조,300.9,1018.0,5.05,99.0,0.617,127.8,19.94,42.9,,0
2024-05-18 03:00,LOT-0669,3,EQ-01,산화,B조,307.4,1006.5,4.99,101.83,0.438,120.3,18.87,46.3,,0
2024-05-18 15:00,LOT-0493,7,EQ-03,식각,C조,300.2,1019.8,5.03,98.66,0.531,123.7,19.71,44.5,,0
2024-05-19 09:00,LOT-0234,12,EQ-04,세정,B조,299.5,1025.3,4.68,102.1,0.524,118.9,18.16,42.8,,0
2024-05-19 15:00,LOT-0398,15,EQ-03,식각,C조,300.3,1023.1,4.46,99.83,0.579,116.6,20.08,45.1,,0
2024-05-19 20:00,LOT-0467,14,EQ-02,포토,A조,307.3,1015.7,5.3,106.61,0.62,116.1,19.12,42.4,식각 과다,1
2024-05-19 21:00,LOT-0152,13,EQ-01,세정,B조,298.8,1002.4,5.31,96.95,0.505,122.9,19.91,48.2,,0
2024-05-20 05:00,LOT-0847,15,EQ-03,산화,A조,299.3,1024.8,4.63,98.26,0.531,118.1,20.36,43.1,,0
2024-05-20 15:00,LOT-0055,23,EQ-01,포토,B조,299.9,1011.7,4.69,100.57,0.631,118.4,20.86,49.0,,0
2024-05-20 17:00,LOT-0014,15,EQ-01,산화,C조,302.0,1014.3,5.35,98.84,0.484,125.7,21.45,41.8,,0
2024-05-20 23:00,LOT-0882,6,EQ-04,식각,B조,300.0,1013.4,4.63,96.86,0.464,125.1,18.58,46.7,,0
2024-05-21 01:00,LOT-0635,11,EQ-01,증착,A조,299.6,1016.0,4.66,101.3,0.442,114.2,21.41,45.6,,0
2024-05-21 03:00,LOT-0173,4,EQ-01,산화,A조,305.7,997.6,5.51,100.38,0.522,124.7,18.98,45.9,,0
2024-05-21 09:00,LOT-0320,4,EQ-04,세정,C조,300.8,1006.5,5.29,100.91,0.606,109.1,19.85,45.9,식각 부족,1
2024-05-21 12:00,LOT-0392,22,EQ-02,포토,A조,301.2,1005.2,5.79,99.6,0.664,119.9,19.73,44.2,,0
2024-05-21 17:00,LOT-0304,24,EQ-01,식각,B조,297.3,1021.8,4.9,98.96,0.479,119.6,22.21,44.7,,0
2024-05-22 03:00,LOT-0417,20,EQ-02,식각,A조,297.8,996.0,4.83,98.22,0.577,121.8,20.46,46.7,,0
2024-05-22 16:00,LOT-0352,14,EQ-02,세정,C조,299.1,1016.7,4.55,102.33,0.659,114.9,20.65,42.2,,0
2024-05-23 01:00,LOT-0185,16,EQ-01,증착,C조,305.5,1004.3,5.28,101.27,0.482,127.3,18.34,41.0,,0
2024-05-23 02:00,LOT-0375,9,EQ-02,식각,A조,295.9,1020.4,5.37,101.57,0.595,119.8,18.99,45.4,,0
2024-05-23 06:00,LOT-0670,10,EQ-01,증착,B조,301.3,1008.8,4.37,104.54,0.487,114.3,18.99,40.7,,0
2024-05-23 15:00,LOT-0068,25,EQ-04,세정,C조,303.9,1026.0,5.35,100.2,0.53,119.3,20.73,41.5,패턴 불량,1
2024-05-23 17:00,LOT-0478,1,EQ-04,포토,B조,300.6,1003.0,4.88,98.3,0.495,124.2,19.83,41.5,두께 불량,1
2024-05-23 19:00,LOT-0623,18,EQ-02,포토,A조,285.3,1011.7,5.31,94.63,0.626,123.4,20.29,42.1,,0
2024-05-24 02:00,LOT-0867,8,EQ-03,증착,C조,300.3,1029.1,4.82,98.38,0.512,128.1,20.47,50.9,,0
2024-05-24 05:00,LOT-0011,8,EQ-04,포토,B조,298.9,1010.0,5.3,100.14,0.449,112.3,17.79,45.3,,0
2024-05-24 07:00,LOT-0044,6,EQ-04,세정,B조,302.0,1022.2,4.9,100.72,0.468,115.3,18.87,50.4,식각 과다,1
2024-05-24 15:00,LOT-0246,22,EQ-01,증착,C조,298.7,1017.1,5.22,96.96,0.537,121.8,19.37,45.6,,0
2024-05-25 01:00,LOT-0087,11,EQ-03,식각,A조,294.3,1017.3,5.15,97.06,0.394,122.6,20.0,49.7,,0
2024-05-25 03:00,LOT-0739,10,EQ-03,증착,A조,301.8,1010.8,5.65,100.33,0.471,116.7,19.54,44.3,,0
2024-05-25 05:00,LOT-0832,24,EQ-02,증착,C조,298.9,1010.3,4.63,96.8,0.695,124.9,19.43,50.4,,0
2024-05-25 07:00,LOT-0162,12,EQ-01,포토,B조,296.9,1021.6,4.98,97.88,0.416,128.4,19.16,44.1,,0
